0.00000000,2.09226393,1.20793752,0.15907818,1.11918767,0.10138075,2.80583106,0.47645846,0.00777194,0.06374269,0.05207011,0.00983632,0.01731463,0.02101049,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00507435,0.00000000,0.01185271,0.00437948,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01157390,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01391452,0.00000000,0.01718753,0.00000000,0.00000000,0.00149855,0.00000000,0.68894260,0.00000000,0.15647661,0.00000000,0.00000000,0.45623451,0.00177719
2.09226393,0.00000000,2.21871291,0.91367079,0.16788702,1.13304845,0.88150458,0.64492073,0.11603045,0.14864505,1.15325534,0.05381790,0.01932997,0.01612292,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01133152,0.03230216,0.00434047,0.06259556,0.03089161,0.00180471,0.01092216,0.01244272,0.00000000,0.00900679,0.00528245,0.08292134,0.01280128,0.00803728,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08117547,0.00000000,0.12149044,0.00000000,0.00000000,0.02119216,0.00000000,1.96999842,0.00000000,0.41818692,0.00000000,0.00000000,0.86337054,0.00000000
1.20793752,2.21871291,0.00000000,0.73722548,0.07389203,0.01341870,1.56556894,1.10491047,0.00424245,0.04318726,0.01088079,0.00142936,0.00683963,0.00771435,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00403918,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00537479,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00558140,0.00000000,0.00993487,0.00000000,0.00000000,0.00000000,0.00000000,0.12695261,0.00000000,0.09919309,0.00000000,0.00000000,0.13520566,0.00000000
0.15907818,0.91367079,0.73722548,0.00000000,0.03820120,0.12522403,0.29920944,3.01959114,1.56837965,0.92343128,0.15178050,0.00380362,0.05066220,0.03232977,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00434468,0.01685965,0.00000000,0.04215613,0.02555900,0.00000000,0.00888046,0.00763518,0.00000000,0.01099977,0.00734948,0.04401568,0.01418177,0.01530760,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03406523,0.00000000,0.06812019,0.00000000,0.00000000,0.00848037,0.00000000,0.21273560,0.00000000,0.36402583,0.00000000,0.00000000,0.21008776,0.00170685
1.11918767,0.16788702,0.07389203,0.03820120,0.00000000,0.00510929,2.56791395,0.22244183,0.00093972,0.02803671,0.00375429,0.00000000,0.01105849,0.02737658,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00271789,0.00281070,0.00000000,0.00000000,0.00000000,0.00000000,0.00423448,0.00115821,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00092148,0.00000000,0.00211310,0.00000000,0.00000000,0.00000000,0.00000000,0.05604899,0.00000000,0.05770641,0.00000000,0.00000000,0.26984671,0.00362400
0.10138075,1.13304845,0.01341870,0.12522403,0.00510929,0.00000000,0.00538175,0.00965450,0.13502845,0.00611877,2.59392978,0.11947520,0.00101735,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00482408,0.00000000,0.00938750,0.00357088,0.00000000,0.00000000,0.00183121,0.00000000,0.00000000,0.00000000,0.01633676,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01363459,0.00000000,0.01682840,0.00000000,0.00000000,0.00186588,0.00000000,0.86278606,0.00000000,0.02354033,0.00000000,0.00000000,0.12494009,0.00000000
2.80583106,0.88150458,1.56556894,0.29920944,2.56791395,0.00538175,0.00000000,5.12415637,0.00405655,0.14866382,0.00470742,0.00000000,0.06355783,0.17285234,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00358773,0.00111328,0.00000000,0.00000000,0.00000000,0.00000000,0.00314089,0.00111137,0.00000000,0.00000000,0.00000000,0.00117979,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00190650,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00131907,0.00000000,0.00913075,0.00000000,0.00000000,0.00000000,0.00000000,0.15803112,0.00177045,0.43415855,0.00132748,0.00669424,1.13113582,0.01704787
0.47645846,0.64492073,1.10491047,3.01959114,0.22244183,0.00965450,5.12415637,0.00000000,0.02828278,4.85606304,0.00696462,0.00124521,1.54548371,1.87389532,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00190719,0.01089199,0.00000000,0.03793009,0.03300876,0.00000000,0.01831590,0.00535758,0.00000000,0.01610854,0.01603493,0.03389037,0.03758617,0.04104880,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01875409,0.00000000,0.07242358,0.00000000,0.00000000,0.00939711,0.00000000,0.41004119,0.00156191,1.36944436,0.00000000,0.01412457,1.56653426,0.03634552
0.00777194,0.11603045,0.00424245,1.56837965,0.00093972,0.13502845,0.00405655,0.02828278,0.00000000,0.91463964,0.08525092,0.00078941,0.01915481,0.00521724,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00867572,0.00618329,0.00000000,0.00000000,0.00000000,0.00000000,0.00224762,0.00000000,0.01110584,0.00290135,0.00161570,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00453002,0.00000000,0.01211079,0.00000000,0.00000000,0.00000000,0.00000000,0.02396822,0.00000000,0.03835698,0.00000000,0.00000000,0.01412427,0.00000000
0.06374269,0.14864505,0.04318726,0.92343128,0.02803671,0.00611877,0.14866382,4.85606304,0.91463964,0.00000000,0.00602085,0.00134958,3.49247460,0.57730922,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00467922,0.01632780,0.00222534,0.05488212,0.05726513,0.00413133,0.02234179,0.00798939,0.00000000,0.02214758,0.01733301,0.05181729,0.04428764,0.04867648,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02358373,0.00000000,0.09416708,0.00000000,0.00000000,0.01367280,0.00000000,0.17515801,0.00000000,0.66447958,0.00000000,0.00356178,0.37870397,0.00792209
