Node_Index_0based,Node_Index_1based,Parcel_Label,Structure_Type,Hemisphere,Anatomical_Region,Yeo_Network,FSL_Label,In_Posterior_Hot_Zone,In_Global_Neuronal_Workspace
569,570,7Networks_RH_Vis_70,Cortex,Right,Vis,Visual,-1,1,0
570,571,7Networks_RH_Vis_71,Cortex,Right,Vis,Visual,-1,1,0
571,572,7Networks_RH_Vis_72,Cortex,Right,Vis,Visual,-1,1,0
572,573,7Networks_RH_Vis_73,Cortex,Right,Vis,Visual,-1,1,0
573,574,7Networks_RH_Vis_74,Cortex,Right,Vis,Visual,-1,1,0
574,575,7Networks_RH_Vis_75,Cortex,Right,Vis,Visual,-1,1,0
575,576,7Networks_RH_Vis_76,Cortex,Right,Vis,Visual,-1,1,0
576,577,7Networks_RH_Vis_77,Cortex,Right,Vis,Visual,-1,1,0
577,578,7Networks_RH_Vis_78,Cortex,Right,Vis,Visual,-1,1,0
578,579,7Networks_RH_Vis_79,Cortex,Right,Vis,Visual,-1,1,0
579,580,7Networks_RH_Vis_80,Cortex,Right,Vis,Visual,-1,1,0
580,581,7Networks_RH_Vis_81,Cortex,Right,Vis,Visual,-1,1,0
581,582,7Networks_RH_SomMot_1,Cortex,Right,SomMot,Somatomotor,-1,0,0
582,583,7Networks_RH_SomMot_2,Cortex,Right,SomMot,Somatomotor,-1,0,0
583,584,7Networks_RH_SomMot_3,Cortex,Right,SomMot,Somatomotor,-1,0,0
584,585,7Networks_RH_SomMot_4,Cortex,Right,SomMot,Somatomotor,-1,0,0
585,586,7Networks_RH_SomMot_5,Cortex,Right,SomMot,Somatomotor,-1,0,0
586,587,7Networks_RH_SomMot_6,Cortex,Right,SomMot,Somatomotor,-1,0,0
587,588,7Networks_RH_SomMot_7,Cortex,Right,SomMot,Somatomotor,-1,0,0
588,589,7Networks_RH_SomMot_8,Cortex,Right,SomMot,Somatomotor,-1,0,0
589,590,7Networks_RH_SomMot_9,Cortex,Right,SomMot,Somatomotor,-1,0,0
590,591,7Networks_RH_SomMot_10,Cortex,Right,SomMot,Somatomotor,-1,0,0
591,592,7Networks_RH_SomMot_11,Cortex,Right,SomMot,Somatomotor,-1,0,0
592,593,7Networks_RH_SomMot_12,Cortex,Right,SomMot,Somatomotor,-1,0,0
593,594,7Networks_RH_SomMot_13,Cortex,Right,SomMot,Somatomotor,-1,0,0
594,595,7Networks_RH_SomMot_14,Cortex,Right,SomMot,Somatomotor,-1,0,0
595,596,7Networks_RH_SomMot_15,Cortex,Right,SomMot,Somatomotor,-1,0,0
596,597,7Networks_RH_SomMot_16,Cortex,Right,SomMot,Somatomotor,-1,0,0
597,598,7Networks_RH_SomMot_17,Cortex,Right,SomMot,Somatomotor,-1,0,0
598,599,7Networks_RH_SomMot_18,Cortex,Right,SomMot,Somatomotor,-1,0,0
599,600,7Networks_RH_SomMot_19,Cortex,Right,SomMot,Somatomotor,-1,0,0
600,601,7Networks_RH_SomMot_20,Cortex,Right,SomMot,Somatomotor,-1,0,0
601,602,7Networks_RH_SomMot_21,Cortex,Right,SomMot,Somatomotor,-1,0,0
602,603,7Networks_RH_SomMot_22,Cortex,Right,SomMot,Somatomotor,-1,0,0
603,604,7Networks_RH_SomMot_23,Cortex,Right,SomMot,Somatomotor,-1,0,0
604,605,7Networks_RH_SomMot_24,Cortex,Right,SomMot,Somatomotor,-1,0,0
605,606,7Networks_RH_SomMot_25,Cortex,Right,SomMot,Somatomotor,-1,0,0
606,607,7Networks_RH_SomMot_26,Cortex,Right,SomMot,Somatomotor,-1,0,0
607,608,7Networks_RH_SomMot_27,Cortex,Right,SomMot,Somatomotor,-1,0,0
608,609,7Networks_RH_SomMot_28,Cortex,Right,SomMot,Somatomotor,-1,0,0
609,610,7Networks_RH_SomMot_29,Cortex,Right,SomMot,Somatomotor,-1,0,0
610,611,7Networks_RH_SomMot_30,Cortex,Right,SomMot,Somatomotor,-1,0,0
611,612,7Networks_RH_SomMot_31,Cortex,Right,SomMot,Somatomotor,-1,0,0
612,613,7Networks_RH_SomMot_32,Cortex,Right,SomMot,Somatomotor,-1,0,0
613,614,7Networks_RH_SomMot_33,Cortex,Right,SomMot,Somatomotor,-1,0,0
614,615,7Networks_RH_SomMot_34,Cortex,Right,SomMot,Somatomotor,-1,0,0
615,616,7Networks_RH_SomMot_35,Cortex,Right,SomMot,Somatomotor,-1,0,0
616,617,7Networks_RH_SomMot_36,Cortex,Right,SomMot,Somatomotor,-1,0,0
617,618,7Networks_RH_SomMot_37,Cortex,Right,SomMot,Somatomotor,-1,0,0
618,619,7Networks_RH_SomMot_38,Cortex,Right,SomMot,Somatomotor,-1,0,0
619,620,7Networks_RH_SomMot_39,Cortex,Right,SomMot,Somatomotor,-1,0,0
620,621,7Networks_RH_SomMot_40,Cortex,Right,SomMot,Somatomotor,-1,0,0
621,622,7Networks_RH_SomMot_41,Cortex,Right,SomMot,Somatomotor,-1,0,0
622,623,7Networks_RH_SomMot_42,Cortex,Right,SomMot,Somatomotor,-1,0,0
623,624,7Networks_RH_SomMot_43,Cortex,Right,SomMot,Somatomotor,-1,0,0
624,625,7Networks_RH_SomMot_44,Cortex,Right,SomMot,Somatomotor,-1,0,0
625,626,7Networks_RH_SomMot_45,Cortex,Right,SomMot,Somatomotor,-1,0,0
626,627,7Networks_RH_SomMot_46,Cortex,Right,SomMot,Somatomotor,-1,0,0
627,628,7Networks_RH_SomMot_47,Cortex,Right,SomMot,Somatomotor,-1,0,0
628,629,7Networks_RH_SomMot_48,Cortex,Right,SomMot,Somatomotor,-1,0,0
629,630,7Networks_RH_SomMot_49,Cortex,Right,SomMot,Somatomotor,-1,0,0
630,631,7Networks_RH_SomMot_50,Cortex,Right,SomMot,Somatomotor,-1,0,0
631,632,7Networks_RH_SomMot_51,Cortex,Right,SomMot,Somatomotor,-1,0,0
632,633,7Networks_RH_SomMot_52,Cortex,Right,SomMot,Somatomotor,-1,0,0
633,634,7Networks_RH_SomMot_53,Cortex,Right,SomMot,Somatomotor,-1,0,0
634,635,7Networks_RH_SomMot_54,Cortex,Right,SomMot,Somatomotor,-1,0,0
635,636,7Networks_RH_SomMot_55,Cortex,Right,SomMot,Somatomotor,-1,0,0
636,637,7Networks_RH_SomMot_56,Cortex,Right,SomMot,Somatomotor,-1,0,0
637,638,7Networks_RH_SomMot_57,Cortex,Right,SomMot,Somatomotor,-1,0,0
638,639,7Networks_RH_SomMot_58,Cortex,Right,SomMot,Somatomotor,-1,0,0
639,640,7Networks_RH_SomMot_59,Cortex,Right,SomMot,Somatomotor,-1,0,0
640,641,7Networks_RH_SomMot_60,Cortex,Right,SomMot,Somatomotor,-1,0,0
641,642,7Networks_RH_SomMot_61,Cortex,Right,SomMot,Somatomotor,-1,0,0
642,643,7Networks_RH_SomMot_62,Cortex,Right,SomMot,Somatomotor,-1,0,0
643,644,7Networks_RH_SomMot_63,Cortex,Right,SomMot,Somatomotor,-1,0,0
644,645,7Networks_RH_SomMot_64,Cortex,Right,SomMot,Somatomotor,-1,0,0
645,646,7Networks_RH_SomMot_65,Cortex,Right,SomMot,Somatomotor,-1,0,0
646,647,7Networks_RH_SomMot_66,Cortex,Right,SomMot,Somatomotor,-1,0,0
647,648,7Networks_RH_SomMot_67,Cortex,Right,SomMot,Somatomotor,-1,0,0
648,649,7Networks_RH_SomMot_68,Cortex,Right,SomMot,Somatomotor,-1,0,0
649,650,7Networks_RH_SomMot_69,Cortex,Right,SomMot,Somatomotor,-1,0,0
650,651,7Networks_RH_SomMot_70,Cortex,Right,SomMot,Somatomotor,-1,0,0
651,652,7Networks_RH_SomMot_71,Cortex,Right,SomMot,Somatomotor,-1,0,0
652,653,7Networks_RH_SomMot_72,Cortex,Right,SomMot,Somatomotor,-1,0,0
653,654,7Networks_RH_SomMot_73,Cortex,Right,SomMot,Somatomotor,-1,0,0
654,655,7Networks_RH_SomMot_74,Cortex,Right,SomMot,Somatomotor,-1,0,0
655,656,7Networks_RH_SomMot_75,Cortex,Right,SomMot,Somatomotor,-1,0,0
656,657,7Networks_RH_SomMot_76,Cortex,Right,SomMot,Somatomotor,-1,0,0
657,658,7Networks_RH_SomMot_77,Cortex,Right,SomMot,Somatomotor,-1,0,0
658,659,7Networks_RH_SomMot_78,Cortex,Right,SomMot,Somatomotor,-1,0,0
659,660,7Networks_RH_SomMot_79,Cortex,Right,SomMot,Somatomotor,-1,0,0
660,661,7Networks_RH_SomMot_80,Cortex,Right,SomMot,Somatomotor,-1,0,0
661,662,7Networks_RH_SomMot_81,Cortex,Right,SomMot,Somatomotor,-1,0,0
662,663,7Networks_RH_SomMot_82,Cortex,Right,SomMot,Somatomotor,-1,0,0
663,664,7Networks_RH_SomMot_83,Cortex,Right,SomMot,Somatomotor,-1,0,0
664,665,7Networks_RH_SomMot_84,Cortex,Right,SomMot,Somatomotor,-1,0,0
665,666,7Networks_RH_SomMot_85,Cortex,Right,SomMot,Somatomotor,-1,0,0
666,667,7Networks_RH_SomMot_86,Cortex,Right,SomMot,Somatomotor,-1,0,0
667,668,7Networks_RH_SomMot_87,Cortex,Right,SomMot,Somatomotor,-1,0,0
668,669,7Networks_RH_SomMot_88,Cortex,Right,SomMot,Somatomotor,-1,0,0
669,670,7Networks_RH_SomMot_89,Cortex,Right,SomMot,Somatomotor,-1,0,0
670,671,7Networks_RH_SomMot_90,Cortex,Right,SomMot,Somatomotor,-1,0,0
671,672,7Networks_RH_SomMot_91,Cortex,Right,SomMot,Somatomotor,-1,0,0
672,673,7Networks_RH_SomMot_92,Cortex,Right,SomMot,Somatomotor,-1,0,0
673,674,7Networks_RH_SomMot_93,Cortex,Right,SomMot,Somatomotor,-1,0,0
674,675,7Networks_RH_SomMot_94,Cortex,Right,SomMot,Somatomotor,-1,0,0
675,676,7Networks_RH_SomMot_95,Cortex,Right,SomMot,Somatomotor,-1,0,0
676,677,7Networks_RH_SomMot_96,Cortex,Right,SomMot,Somatomotor,-1,0,0
677,678,7Networks_RH_SomMot_97,Cortex,Right,SomMot,Somatomotor,-1,0,0
678,679,7Networks_RH_SomMot_98,Cortex,Right,SomMot,Somatomotor,-1,0,0
679,680,7Networks_RH_SomMot_99,Cortex,Right,SomMot,Somatomotor,-1,0,0
680,681,7Networks_RH_SomMot_100,Cortex,Right,SomMot,Somatomotor,-1,0,0
681,682,7Networks_RH_SomMot_101,Cortex,Right,SomMot,Somatomotor,-1,0,0
682,683,7Networks_RH_SomMot_102,Cortex,Right,SomMot,Somatomotor,-1,0,0
683,684,7Networks_RH_SomMot_103,Cortex,Right,SomMot,Somatomotor,-1,0,0
684,685,7Networks_RH_DorsAttn_Post_1,Cortex,Right,Post,Dorsal_Attention,-1,1,0
685,686,7Networks_RH_DorsAttn_Post_2,Cortex,Right,Post,Dorsal_Attention,-1,1,0
686,687,7Networks_RH_DorsAttn_Post_3,Cortex,Right,Post,Dorsal_Attention,-1,1,0
687,688,7Networks_RH_DorsAttn_Post_4,Cortex,Right,Post,Dorsal_Attention,-1,1,0
688,689,7Networks_RH_DorsAttn_Post_5,Cortex,Right,Post,Dorsal_Attention,-1,1,0
689,690,7Networks_RH_DorsAttn_Post_6,Cortex,Right,Post,Dorsal_Attention,-1,1,0
690,691,7Networks_RH_DorsAttn_Post_7,Cortex,Right,Post,Dorsal_Attention,-1,1,0
691,692,7Networks_RH_DorsAttn_Post_8,Cortex,Right,Post,Dorsal_Attention,-1,1,0
692,693,7Networks_RH_DorsAttn_Post_9,Cortex,Right,Post,Dorsal_Attention,-1,1,0
693,694,7Networks_RH_DorsAttn_Post_10,Cortex,Right,Post,Dorsal_Attention,-1,1,0
694,695,7Networks_RH_DorsAttn_Post_11,Cortex,Right,Post,Dorsal_Attention,-1,1,0
695,696,7Networks_RH_DorsAttn_Post_12,Cortex,Right,Post,Dorsal_Attention,-1,1,0
696,697,7Networks_RH_DorsAttn_Post_13,Cortex,Right,Post,Dorsal_Attention,-1,1,0
697,698,7Networks_RH_DorsAttn_Post_14,Cortex,Right,Post,Dorsal_Attention,-1,1,0
698,699,7Networks_RH_DorsAttn_Post_15,Cortex,Right,Post,Dorsal_Attention,-1,1,0
699,700,7Networks_RH_DorsAttn_Post_16,Cortex,Right,Post,Dorsal_Attention,-1,1,0
700,701,7Networks_RH_DorsAttn_Post_17,Cortex,Right,Post,Dorsal_Attention,-1,1,0
701,702,7Networks_RH_DorsAttn_Post_18,Cortex,Right,Post,Dorsal_Attention,-1,1,0
702,703,7Networks_RH_DorsAttn_Post_19,Cortex,Right,Post,Dorsal_Attention,-1,1,0
703,704,7Networks_RH_DorsAttn_Post_20,Cortex,Right,Post,Dorsal_Attention,-1,1,0
704,705,7Networks_RH_DorsAttn_Post_21,Cortex,Right,Post,Dorsal_Attention,-1,1,0
705,706,7Networks_RH_DorsAttn_Post_22,Cortex,Right,Post,Dorsal_Attention,-1,1,0
706,707,7Networks_RH_DorsAttn_Post_23,Cortex,Right,Post,Dorsal_Attention,-1,1,0
707,708,7Networks_RH_DorsAttn_Post_24,Cortex,Right,Post,Dorsal_Attention,-1,1,0
708,709,7Networks_RH_DorsAttn_Post_25,Cortex,Right,Post,Dorsal_Attention,-1,1,0
709,710,7Networks_RH_DorsAttn_Post_26,Cortex,Right,Post,Dorsal_Attention,-1,1,0
710,711,7Networks_RH_DorsAttn_Post_27,Cortex,Right,Post,Dorsal_Attention,-1,1,0
711,712,7Networks_RH_DorsAttn_Post_28,Cortex,Right,Post,Dorsal_Attention,-1,1,0
712,713,7Networks_RH_DorsAttn_Post_29,Cortex,Right,Post,Dorsal_Attention,-1,1,0
713,714,7Networks_RH_DorsAttn_Post_30,Cortex,Right,Post,Dorsal_Attention,-1,1,0
714,715,7Networks_RH_DorsAttn_Post_31,Cortex,Right,Post,Dorsal_Attention,-1,1,0
715,716,7Networks_RH_DorsAttn_Post_32,Cortex,Right,Post,Dorsal_Attention,-1,1,0
716,717,7Networks_RH_DorsAttn_Post_33,Cortex,Right,Post,Dorsal_Attention,-1,1,0
717,718,7Networks_RH_DorsAttn_Post_34,Cortex,Right,Post,Dorsal_Attention,-1,1,0
718,719,7Networks_RH_DorsAttn_Post_35,Cortex,Right,Post,Dorsal_Attention,-1,1,0
719,720,7Networks_RH_DorsAttn_Post_36,Cortex,Right,Post,Dorsal_Attention,-1,1,0
720,721,7Networks_RH_DorsAttn_Post_37,Cortex,Right,Post,Dorsal_Attention,-1,1,0
721,722,7Networks_RH_DorsAttn_Post_38,Cortex,Right,Post,Dorsal_Attention,-1,1,0
722,723,7Networks_RH_DorsAttn_Post_39,Cortex,Right,Post,Dorsal_Attention,-1,1,0
723,724,7Networks_RH_DorsAttn_Post_40,Cortex,Right,Post,Dorsal_Attention,-1,1,0
724,725,7Networks_RH_DorsAttn_Post_41,Cortex,Right,Post,Dorsal_Attention,-1,1,0
725,726,7Networks_RH_DorsAttn_Post_42,Cortex,Right,Post,Dorsal_Attention,-1,1,0
726,727,7Networks_RH_DorsAttn_Post_43,Cortex,Right,Post,Dorsal_Attention,-1,1,0
727,728,7Networks_RH_DorsAttn_Post_44,Cortex,Right,Post,Dorsal_Attention,-1,1,0
728,729,7Networks_RH_DorsAttn_Post_45,Cortex,Right,Post,Dorsal_Attention,-1,1,0
729,730,7Networks_RH_DorsAttn_Post_46,Cortex,Right,Post,Dorsal_Attention,-1,1,0
730,731,7Networks_RH_DorsAttn_Post_47,Cortex,Right,Post,Dorsal_Attention,-1,1,0
731,732,7Networks_RH_DorsAttn_Post_48,Cortex,Right,Post,Dorsal_Attention,-1,1,0
732,733,7Networks_RH_DorsAttn_Post_49,Cortex,Right,Post,Dorsal_Attention,-1,1,0
733,734,7Networks_RH_DorsAttn_Post_50,Cortex,Right,Post,Dorsal_Attention,-1,1,0
734,735,7Networks_RH_DorsAttn_Post_51,Cortex,Right,Post,Dorsal_Attention,-1,1,0
735,736,7Networks_RH_DorsAttn_Post_52,Cortex,Right,Post,Dorsal_Attention,-1,1,0
736,737,7Networks_RH_DorsAttn_FEF_1,Cortex,Right,FEF,Dorsal_Attention,-1,0,1
737,738,7Networks_RH_DorsAttn_FEF_2,Cortex,Right,FEF,Dorsal_Attention,-1,0,1
738,739,7Networks_RH_DorsAttn_FEF_3,Cortex,Right,FEF,Dorsal_Attention,-1,0,1
739,740,7Networks_RH_DorsAttn_FEF_4,Cortex,Right,FEF,Dorsal_Attention,-1,0,1
740,741,7Networks_RH_DorsAttn_FEF_5,Cortex,Right,FEF,Dorsal_Attention,-1,0,1
741,742,7Networks_RH_DorsAttn_FEF_6,Cortex,Right,FEF,Dorsal_Attention,-1,0,1
742,743,7Networks_RH_DorsAttn_PrCv_1,Cortex,Right,PrCv,Dorsal_Attention,-1,0,0
743,744,7Networks_RH_DorsAttn_PrCv_2,Cortex,Right,PrCv,Dorsal_Attention,-1,0,0
744,745,7Networks_RH_DorsAttn_PrCv_3,Cortex,Right,PrCv,Dorsal_Attention,-1,0,0
745,746,7Networks_RH_SalVentAttn_TempOccPar_1,Cortex,Right,TempOccPar,Salience_Ventral_Attention,-1,1,1
746,747,7Networks_RH_SalVentAttn_TempOccPar_2,Cortex,Right,TempOccPar,Salience_Ventral_Attention,-1,1,1
747,748,7Networks_RH_SalVentAttn_TempOccPar_3,Cortex,Right,TempOccPar,Salience_Ventral_Attention,-1,1,1
748,749,7Networks_RH_SalVentAttn_TempOccPar_4,Cortex,Right,TempOccPar,Salience_Ventral_Attention,-1,1,1
749,750,7Networks_RH_SalVentAttn_TempOccPar_5,Cortex,Right,TempOccPar,Salience_Ventral_Attention,-1,1,1
750,751,7Networks_RH_SalVentAttn_TempOccPar_6,Cortex,Right,TempOccPar,Salience_Ventral_Attention,-1,1,1
751,752,7Networks_RH_SalVentAttn_TempOccPar_7,Cortex,Right,TempOccPar,Salience_Ventral_Attention,-1,1,1
752,753,7Networks_RH_SalVentAttn_TempOccPar_8,Cortex,Right,TempOccPar,Salience_Ventral_Attention,-1,1,1
753,754,7Networks_RH_SalVentAttn_TempOccPar_9,Cortex,Right,TempOccPar,Salience_Ventral_Attention,-1,1,1
754,755,7Networks_RH_SalVentAttn_TempOccPar_10,Cortex,Right,TempOccPar,Salience_Ventral_Attention,-1,1,1
755,756,7Networks_RH_SalVentAttn_TempOccPar_11,Cortex,Right,TempOccPar,Salience_Ventral_Attention,-1,1,1
756,757,7Networks_RH_SalVentAttn_TempOccPar_12,Cortex,Right,TempOccPar,Salience_Ventral_Attention,-1,1,1
757,758,7Networks_RH_SalVentAttn_TempOccPar_13,Cortex,Right,TempOccPar,Salience_Ventral_Attention,-1,1,1
758,759,7Networks_RH_SalVentAttn_TempOccPar_14,Cortex,Right,TempOccPar,Salience_Ventral_Attention,-1,1,1
759,760,7Networks_RH_SalVentAttn_TempOccPar_15,Cortex,Right,TempOccPar,Salience_Ventral_Attention,-1,1,1
760,761,7Networks_RH_SalVentAttn_TempOccPar_16,Cortex,Right,TempOccPar,Salience_Ventral_Attention,-1,1,1
761,762,7Networks_RH_SalVentAttn_TempOccPar_17,Cortex,Right,TempOccPar,Salience_Ventral_Attention,-1,1,1
762,763,7Networks_RH_SalVentAttn_TempOccPar_18,Cortex,Right,TempOccPar,Salience_Ventral_Attention,-1,1,1
763,764,7Networks_RH_SalVentAttn_PrC_1,Cortex,Right,PrC,Salience_Ventral_Attention,-1,0,1
764,765,7Networks_RH_SalVentAttn_PrC_2,Cortex,Right,PrC,Salience_Ventral_Attention,-1,0,1
765,766,7Networks_RH_SalVentAttn_FrOperIns_1,Cortex,Right,FrOperIns,Salience_Ventral_Attention,-1,0,1
766,767,7Networks_RH_SalVentAttn_FrOperIns_2,Cortex,Right,FrOperIns,Salience_Ventral_Attention,-1,0,1
767,768,7Networks_RH_SalVentAttn_FrOperIns_3,Cortex,Right,FrOperIns,Salience_Ventral_Attention,-1,0,1
768,769,7Networks_RH_SalVentAttn_FrOperIns_4,Cortex,Right,FrOperIns,Salience_Ventral_Attention,-1,0,1
769,770,7Networks_RH_SalVentAttn_FrOperIns_5,Cortex,Right,FrOperIns,Salience_Ventral_Attention,-1,0,1
770,771,7Networks_RH_SalVentAttn_FrOperIns_6,Cortex,Right,FrOperIns,Salience_Ventral_Attention,-1,0,1
771,772,7Networks_RH_SalVentAttn_FrOperIns_7,Cortex,Right,FrOperIns,Salience_Ventral_Attention,-1,0,1
772,773,7Networks_RH_SalVentAttn_FrOperIns_8,Cortex,Right,FrOperIns,Salience_Ventral_Attention,-1,0,1
773,774,7Networks_RH_SalVentAttn_FrOperIns_9,Cortex,Right,FrOperIns,Salience_Ventral_Attention,-1,0,1
774,775,7Networks_RH_SalVentAttn_FrOperIns_10,Cortex,Right,FrOperIns,Salience_Ventral_Attention,-1,0,1
775,776,7Networks_RH_SalVentAttn_FrOperIns_11,Cortex,Right,FrOperIns,Salience_Ventral_Attention,-1,0,1
776,777,7Networks_RH_SalVentAttn_FrOperIns_12,Cortex,Right,FrOperIns,Salience_Ventral_Attention,-1,0,1
777,778,7Networks_RH_SalVentAttn_FrOperIns_13,Cortex,Right,FrOperIns,Salience_Ventral_Attention,-1,0,1
778,779,7Networks_RH_SalVentAttn_FrOperIns_14,Cortex,Right,FrOperIns,Salience_Ventral_Attention,-1,0,1
779,780,7Networks_RH_SalVentAttn_FrOperIns_15,Cortex,Right,FrOperIns,Salience_Ventral_Attention,-1,0,1
780,781,7Networks_RH_SalVentAttn_FrOperIns_16,Cortex,Right,FrOperIns,Salience_Ventral_Attention,-1,0,1
781,782,7Networks_RH_SalVentAttn_FrOperIns_17,Cortex,Right,FrOperIns,Salience_Ventral_Attention,-1,0,1
782,783,7Networks_RH_SalVentAttn_FrOperIns_18,Cortex,Right,FrOperIns,Salience_Ventral_Attention,-1,0,1
783,784,7Networks_RH_SalVentAttn_FrOperIns_19,Cortex,Right,FrOperIns,Salience_Ventral_Attention,-1,0,1
784,785,7Networks_RH_SalVentAttn_FrOperIns_20,Cortex,Right,FrOperIns,Salience_Ventral_Attention,-1,0,1
785,786,7Networks_RH_SalVentAttn_FrOperIns_21,Cortex,Right,FrOperIns,Salience_Ventral_Attention,-1,0,1
786,787,7Networks_RH_SalVentAttn_FrOperIns_22,Cortex,Right,FrOperIns,Salience_Ventral_Attention,-1,0,1
787,788,7Networks_RH_SalVentAttn_FrOperIns_23,Cortex,Right,FrOperIns,Salience_Ventral_Attention,-1,0,1
788,789,7Networks_RH_SalVentAttn_FrOperIns_24,Cortex,Right,FrOperIns,Salience_Ventral_Attention,-1,0,1
789,790,7Networks_RH_SalVentAttn_PFCl_1,Cortex,Right,PFCl,Salience_Ventral_Attention,-1,0,1
790,791,7Networks_RH_SalVentAttn_PFCl_2,Cortex,Right,PFCl,Salience_Ventral_Attention,-1,0,1
791,792,7Networks_RH_SalVentAttn_Med_1,Cortex,Right,Med,Salience_Ventral_Attention,-1,0,1
792,793,7Networks_RH_SalVentAttn_Med_2,Cortex,Right,Med,Salience_Ventral_Attention,-1,0,1
793,794,7Networks_RH_SalVentAttn_Med_3,Cortex,Right,Med,Salience_Ventral_Attention,-1,0,1
794,795,7Networks_RH_SalVentAttn_Med_4,Cortex,Right,Med,Salience_Ventral_Attention,-1,0,1
795,796,7Networks_RH_SalVentAttn_Med_5,Cortex,Right,Med,Salience_Ventral_Attention,-1,0,1
796,797,7Networks_RH_SalVentAttn_Med_6,Cortex,Right,Med,Salience_Ventral_Attention,-1,0,1
797,798,7Networks_RH_SalVentAttn_Med_7,Cortex,Right,Med,Salience_Ventral_Attention,-1,0,1
798,799,7Networks_RH_SalVentAttn_Med_8,Cortex,Right,Med,Salience_Ventral_Attention,-1,0,1
799,800,7Networks_RH_SalVentAttn_Med_9,Cortex,Right,Med,Salience_Ventral_Attention,-1,0,1
800,801,7Networks_RH_SalVentAttn_Med_10,Cortex,Right,Med,Salience_Ventral_Attention,-1,0,1
801,802,7Networks_RH_SalVentAttn_Med_11,Cortex,Right,Med,Salience_Ventral_Attention,-1,0,1
802,803,7Networks_RH_SalVentAttn_Med_12,Cortex,Right,Med,Salience_Ventral_Attention,-1,0,1
803,804,7Networks_RH_SalVentAttn_Med_13,Cortex,Right,Med,Salience_Ventral_Attention,-1,0,1
804,805,7Networks_RH_SalVentAttn_Med_14,Cortex,Right,Med,Salience_Ventral_Attention,-1,0,1
805,806,7Networks_RH_SalVentAttn_Med_15,Cortex,Right,Med,Salience_Ventral_Attention,-1,0,1
806,807,7Networks_RH_SalVentAttn_Med_16,Cortex,Right,Med,Salience_Ventral_Attention,-1,0,1
807,808,7Networks_RH_SalVentAttn_Med_17,Cortex,Right,Med,Salience_Ventral_Attention,-1,0,1
808,809,7Networks_RH_SalVentAttn_Med_18,Cortex,Right,Med,Salience_Ventral_Attention,-1,0,1
809,810,7Networks_RH_SalVentAttn_Med_19,Cortex,Right,Med,Salience_Ventral_Attention,-1,0,1
810,811,7Networks_RH_SalVentAttn_Med_20,Cortex,Right,Med,Salience_Ventral_Attention,-1,0,1
811,812,7Networks_RH_Limbic_OFC_1,Cortex,Right,OFC,Limbic,-1,0,0
812,813,7Networks_RH_Limbic_OFC_2,Cortex,Right,OFC,Limbic,-1,0,0
813,814,7Networks_RH_Limbic_OFC_3,Cortex,Right,OFC,Limbic,-1,0,0
814,815,7Networks_RH_Limbic_OFC_4,Cortex,Right,OFC,Limbic,-1,0,0
815,816,7Networks_RH_Limbic_OFC_5,Cortex,Right,OFC,Limbic,-1,0,0
816,817,7Networks_RH_Limbic_OFC_6,Cortex,Right,OFC,Limbic,-1,0,0
817,818,7Networks_RH_Limbic_OFC_7,Cortex,Right,OFC,Limbic,-1,0,0
818,819,7Networks_RH_Limbic_OFC_8,Cortex,Right,OFC,Limbic,-1,0,0
819,820,7Networks_RH_Limbic_OFC_9,Cortex,Right,OFC,Limbic,-1,0,0
820,821,7Networks_RH_Limbic_OFC_10,Cortex,Right,OFC,Limbic,-1,0,0
821,822,7Networks_RH_Limbic_OFC_11,Cortex,Right,OFC,Limbic,-1,0,0
822,823,7Networks_RH_Limbic_OFC_12,Cortex,Right,OFC,Limbic,-1,0,0
823,824,7Networks_RH_Limbic_OFC_13,Cortex,Right,OFC,Limbic,-1,0,0
824,825,7Networks_RH_Limbic_OFC_14,Cortex,Right,OFC,Limbic,-1,0,0
825,826,7Networks_RH_Limbic_TempPole_1,Cortex,Right,TempPole,Limbic,-1,0,0
826,827,7Networks_RH_Limbic_TempPole_2,Cortex,Right,TempPole,Limbic,-1,0,0
827,828,7Networks_RH_Limbic_TempPole_3,Cortex,Right,TempPole,Limbic,-1,0,0
828,829,7Networks_RH_Limbic_TempPole_4,Cortex,Right,TempPole,Limbic,-1,0,0
829,830,7Networks_RH_Limbic_TempPole_5,Cortex,Right,TempPole,Limbic,-1,0,0
830,831,7Networks_RH_Limbic_TempPole_6,Cortex,Right,TempPole,Limbic,-1,0,0
831,832,7Networks_RH_Limbic_TempPole_7,Cortex,Right,TempPole,Limbic,-1,0,0
832,833,7Networks_RH_Limbic_TempPole_8,Cortex,Right,TempPole,Limbic,-1,0,0
833,834,7Networks_RH_Limbic_TempPole_9,Cortex,Right,TempPole,Limbic,-1,0,0
834,835,7Networks_RH_Limbic_TempPole_10,Cortex,Right,TempPole,Limbic,-1,0,0
835,836,7Networks_RH_Limbic_TempPole_11,Cortex,Right,TempPole,Limbic,-1,0,0
836,837,7Networks_RH_Limbic_TempPole_12,Cortex,Right,TempPole,Limbic,-1,0,0
837,838,7Networks_RH_Limbic_TempPole_13,Cortex,Right,TempPole,Limbic,-1,0,0
838,839,7Networks_RH_Limbic_TempPole_14,Cortex,Right,TempPole,Limbic,-1,0,0
839,840,7Networks_RH_Limbic_TempPole_15,Cortex,Right,TempPole,Limbic,-1,0,0
