Node_Index_0based,Node_Index_1based,Parcel_Label,Structure_Type,Hemisphere,Anatomical_Region,Yeo_Network,FSL_Label,In_Posterior_Hot_Zone,In_Global_Neuronal_Workspace
277,278,7Networks_LH_SalVentAttn_Med_9,Cortex,Left,Med,Salience_Ventral_Attention,-1,0,1
278,279,7Networks_LH_SalVentAttn_Med_10,Cortex,Left,Med,Salience_Ventral_Attention,-1,0,1
279,280,7Networks_LH_SalVentAttn_Med_11,Cortex,Left,Med,Salience_Ventral_Attention,-1,0,1
280,281,7Networks_LH_SalVentAttn_Med_12,Cortex,Left,Med,Salience_Ventral_Attention,-1,0,1
281,282,7Networks_LH_SalVentAttn_Med_13,Cortex,Left,Med,Salience_Ventral_Attention,-1,0,1
282,283,7Networks_LH_SalVentAttn_Med_14,Cortex,Left,Med,Salience_Ventral_Attention,-1,0,1
283,284,7Networks_LH_SalVentAttn_Med_15,Cortex,Left,Med,Salience_Ventral_Attention,-1,0,1
284,285,7Networks_LH_SalVentAttn_Med_16,Cortex,Left,Med,Salience_Ventral_Attention,-1,0,1
285,286,7Networks_LH_SalVentAttn_Med_17,Cortex,Left,Med,Salience_Ventral_Attention,-1,0,1
286,287,7Networks_LH_SalVentAttn_Med_18,Cortex,Left,Med,Salience_Ventral_Attention,-1,0,1
287,288,7Networks_LH_SalVentAttn_Med_19,Cortex,Left,Med,Salience_Ventral_Attention,-1,0,1
288,289,7Networks_LH_Limbic_OFC_1,Cortex,Left,OFC,Limbic,-1,0,0
289,290,7Networks_LH_Limbic_OFC_2,Cortex,Left,OFC,Limbic,-1,0,0
290,291,7Networks_LH_Limbic_OFC_3,Cortex,Left,OFC,Limbic,-1,0,0
291,292,7Networks_LH_Limbic_OFC_4,Cortex,Left,OFC,Limbic,-1,0,0
292,293,7Networks_LH_Limbic_OFC_5,Cortex,Left,OFC,Limbic,-1,0,0
293,294,7Networks_LH_Limbic_OFC_6,Cortex,Left,OFC,Limbic,-1,0,0
294,295,7Networks_LH_Limbic_OFC_7,Cortex,Left,OFC,Limbic,-1,0,0
295,296,7Networks_LH_Limbic_OFC_8,Cortex,Left,OFC,Limbic,-1,0,0
296,297,7Networks_LH_Limbic_OFC_9,Cortex,Left,OFC,Limbic,-1,0,0
297,298,7Networks_LH_Limbic_OFC_10,Cortex,Left,OFC,Limbic,-1,0,0
298,299,7Networks_LH_Limbic_OFC_11,Cortex,Left,OFC,Limbic,-1,0,0
299,300,7Networks_LH_Limbic_OFC_12,Cortex,Left,OFC,Limbic,-1,0,0
300,301,7Networks_LH_Limbic_OFC_13,Cortex,Left,OFC,Limbic,-1,0,0
301,302,7Networks_LH_Limbic_OFC_14,Cortex,Left,OFC,Limbic,-1,0,0
302,303,7Networks_LH_Limbic_TempPole_1,Cortex,Left,TempPole,Limbic,-1,0,0
303,304,7Networks_LH_Limbic_TempPole_2,Cortex,Left,TempPole,Limbic,-1,0,0
304,305,7Networks_LH_Limbic_TempPole_3,Cortex,Left,TempPole,Limbic,-1,0,0
305,306,7Networks_LH_Limbic_TempPole_4,Cortex,Left,TempPole,Limbic,-1,0,0
306,307,7Networks_LH_Limbic_TempPole_5,Cortex,Left,TempPole,Limbic,-1,0,0
307,308,7Networks_LH_Limbic_TempPole_6,Cortex,Left,TempPole,Limbic,-1,0,0
308,309,7Networks_LH_Limbic_TempPole_7,Cortex,Left,TempPole,Limbic,-1,0,0
309,310,7Networks_LH_Limbic_TempPole_8,Cortex,Left,TempPole,Limbic,-1,0,0
310,311,7Networks_LH_Limbic_TempPole_9,Cortex,Left,TempPole,Limbic,-1,0,0
311,312,7Networks_LH_Limbic_TempPole_10,Cortex,Left,TempPole,Limbic,-1,0,0
312,313,7Networks_LH_Limbic_TempPole_11,Cortex,Left,TempPole,Limbic,-1,0,0
313,314,7Networks_LH_Limbic_TempPole_12,Cortex,Left,TempPole,Limbic,-1,0,0
314,315,7Networks_LH_Limbic_TempPole_13,Cortex,Left,TempPole,Limbic,-1,0,0
315,316,7Networks_LH_Limbic_TempPole_14,Cortex,Left,TempPole,Limbic,-1,0,0
316,317,7Networks_LH_Limbic_TempPole_15,Cortex,Left,TempPole,Limbic,-1,0,0
317,318,7Networks_LH_Cont_Par_1,Cortex,Left,Par,Control_Frontoparietal,-1,1,1
318,319,7Networks_LH_Cont_Par_2,Cortex,Left,Par,Control_Frontoparietal,-1,1,1
319,320,7Networks_LH_Cont_Par_3,Cortex,Left,Par,Control_Frontoparietal,-1,1,1
320,321,7Networks_LH_Cont_Par_4,Cortex,Left,Par,Control_Frontoparietal,-1,1,1
321,322,7Networks_LH_Cont_Par_5,Cortex,Left,Par,Control_Frontoparietal,-1,1,1
322,323,7Networks_LH_Cont_Par_6,Cortex,Left,Par,Control_Frontoparietal,-1,1,1
323,324,7Networks_LH_Cont_Par_7,Cortex,Left,Par,Control_Frontoparietal,-1,1,1
324,325,7Networks_LH_Cont_Par_8,Cortex,Left,Par,Control_Frontoparietal,-1,1,1
325,326,7Networks_LH_Cont_Par_9,Cortex,Left,Par,Control_Frontoparietal,-1,1,1
326,327,7Networks_LH_Cont_Par_10,Cortex,Left,Par,Control_Frontoparietal,-1,1,1
327,328,7Networks_LH_Cont_Par_11,Cortex,Left,Par,Control_Frontoparietal,-1,1,1
328,329,7Networks_LH_Cont_Par_12,Cortex,Left,Par,Control_Frontoparietal,-1,1,1
329,330,7Networks_LH_Cont_Par_13,Cortex,Left,Par,Control_Frontoparietal,-1,1,1
330,331,7Networks_LH_Cont_Par_14,Cortex,Left,Par,Control_Frontoparietal,-1,1,1
331,332,7Networks_LH_Cont_Par_15,Cortex,Left,Par,Control_Frontoparietal,-1,1,1
332,333,7Networks_LH_Cont_Temp_1,Cortex,Left,Temp,Control_Frontoparietal,-1,0,1
333,334,7Networks_LH_Cont_Temp_2,Cortex,Left,Temp,Control_Frontoparietal,-1,0,1
334,335,7Networks_LH_Cont_Temp_3,Cortex,Left,Temp,Control_Frontoparietal,-1,0,1
335,336,7Networks_LH_Cont_Temp_4,Cortex,Left,Temp,Control_Frontoparietal,-1,0,1
336,337,7Networks_LH_Cont_PFCd_1,Cortex,Left,PFCd,Control_Frontoparietal,-1,0,1
337,338,7Networks_LH_Cont_PFCl_1,Cortex,Left,PFCl,Control_Frontoparietal,-1,0,1
338,339,7Networks_LH_Cont_PFCl_2,Cortex,Left,PFCl,Control_Frontoparietal,-1,0,1
339,340,7Networks_LH_Cont_PFCl_3,Cortex,Left,PFCl,Control_Frontoparietal,-1,0,1
340,341,7Networks_LH_Cont_PFCl_4,Cortex,Left,PFCl,Control_Frontoparietal,-1,0,1
341,342,7Networks_LH_Cont_PFCl_5,Cortex,Left,PFCl,Control_Frontoparietal,-1,0,1
342,343,7Networks_LH_Cont_PFCl_6,Cortex,Left,PFCl,Control_Frontoparietal,-1,0,1
343,344,7Networks_LH_Cont_PFCl_7,Cortex,Left,PFCl,Control_Frontoparietal,-1,0,1
344,345,7Networks_LH_Cont_PFCl_8,Cortex,Left,PFCl,Control_Frontoparietal,-1,0,1
345,346,7Networks_LH_Cont_PFCl_9,Cortex,Left,PFCl,Control_Frontoparietal,-1,0,1
346,347,7Networks_LH_Cont_PFCl_10,Cortex,Left,PFCl,Control_Frontoparietal,-1,0,1
347,348,7Networks_LH_Cont_PFCl_11,Cortex,Left,PFCl,Control_Frontoparietal,-1,0,1
348,349,7Networks_LH_Cont_PFCl_12,Cortex,Left,PFCl,Control_Frontoparietal,-1,0,1
349,350,7Networks_LH_Cont_PFCl_13,Cortex,Left,PFCl,Control_Frontoparietal,-1,0,1
350,351,7Networks_LH_Cont_PFCl_14,Cortex,Left,PFCl,Control_Frontoparietal,-1,0,1
351,352,7Networks_LH_Cont_PFCl_15,Cortex,Left,PFCl,Control_Frontoparietal,-1,0,1
352,353,7Networks_LH_Cont_PFCl_16,Cortex,Left,PFCl,Control_Frontoparietal,-1,0,1
353,354,7Networks_LH_Cont_PFCl_17,Cortex,Left,PFCl,Control_Frontoparietal,-1,0,1
354,355,7Networks_LH_Cont_PFCl_18,Cortex,Left,PFCl,Control_Frontoparietal,-1,0,1
355,356,7Networks_LH_Cont_PFCl_19,Cortex,Left,PFCl,Control_Frontoparietal,-1,0,1
356,357,7Networks_LH_Cont_PFCl_20,Cortex,Left,PFCl,Control_Frontoparietal,-1,0,1
357,358,7Networks_LH_Cont_OFC_1,Cortex,Left,OFC,Control_Frontoparietal,-1,0,1
358,359,7Networks_LH_Cont_PFCv_1,Cortex,Left,PFCv,Control_Frontoparietal,-1,0,1
359,360,7Networks_LH_Cont_PFCv_2,Cortex,Left,PFCv,Control_Frontoparietal,-1,0,1
360,361,7Networks_LH_Cont_pCun_1,Cortex,Left,pCun,Control_Frontoparietal,-1,1,1
361,362,7Networks_LH_Cont_pCun_2,Cortex,Left,pCun,Control_Frontoparietal,-1,1,1
362,363,7Networks_LH_Cont_pCun_3,Cortex,Left,pCun,Control_Frontoparietal,-1,1,1
363,364,7Networks_LH_Cont_pCun_4,Cortex,Left,pCun,Control_Frontoparietal,-1,1,1
364,365,7Networks_LH_Cont_Cing_1,Cortex,Left,Cing,Control_Frontoparietal,-1,0,1
365,366,7Networks_LH_Cont_Cing_2,Cortex,Left,Cing,Control_Frontoparietal,-1,0,1
366,367,7Networks_LH_Cont_Cing_3,Cortex,Left,Cing,Control_Frontoparietal,-1,0,1
367,368,7Networks_LH_Cont_Cing_4,Cortex,Left,Cing,Control_Frontoparietal,-1,0,1
368,369,7Networks_LH_Cont_Cing_5,Cortex,Left,Cing,Control_Frontoparietal,-1,0,1
369,370,7Networks_LH_Cont_Cing_6,Cortex,Left,Cing,Control_Frontoparietal,-1,0,1
370,371,7Networks_LH_Cont_Cing_7,Cortex,Left,Cing,Control_Frontoparietal,-1,0,1
371,372,7Networks_LH_Cont_Cing_8,Cortex,Left,Cing,Control_Frontoparietal,-1,0,1
372,373,7Networks_LH_Cont_PFCmp_1,Cortex,Left,PFCmp,Control_Frontoparietal,-1,0,1
373,374,7Networks_LH_Cont_PFCmp_2,Cortex,Left,PFCmp,Control_Frontoparietal,-1,0,1
374,375,7Networks_LH_Default_Par_1,Cortex,Left,Par,Default_Mode,-1,1,0
375,376,7Networks_LH_Default_Par_2,Cortex,Left,Par,Default_Mode,-1,1,0
376,377,7Networks_LH_Default_Par_3,Cortex,Left,Par,Default_Mode,-1,1,0
377,378,7Networks_LH_Default_Par_4,Cortex,Left,Par,Default_Mode,-1,1,0
378,379,7Networks_LH_Default_Par_5,Cortex,Left,Par,Default_Mode,-1,1,0
379,380,7Networks_LH_Default_Par_6,Cortex,Left,Par,Default_Mode,-1,1,0
380,381,7Networks_LH_Default_Par_7,Cortex,Left,Par,Default_Mode,-1,1,0
381,382,7Networks_LH_Default_Par_8,Cortex,Left,Par,Default_Mode,-1,1,0
382,383,7Networks_LH_Default_Par_9,Cortex,Left,Par,Default_Mode,-1,1,0
383,384,7Networks_LH_Default_Par_10,Cortex,Left,Par,Default_Mode,-1,1,0
384,385,7Networks_LH_Default_Par_11,Cortex,Left,Par,Default_Mode,-1,1,0
385,386,7Networks_LH_Default_Par_12,Cortex,Left,Par,Default_Mode,-1,1,0
386,387,7Networks_LH_Default_Par_13,Cortex,Left,Par,Default_Mode,-1,1,0
387,388,7Networks_LH_Default_Par_14,Cortex,Left,Par,Default_Mode,-1,1,0
388,389,7Networks_LH_Default_Par_15,Cortex,Left,Par,Default_Mode,-1,1,0
389,390,7Networks_LH_Default_Par_16,Cortex,Left,Par,Default_Mode,-1,1,0
390,391,7Networks_LH_Default_Par_17,Cortex,Left,Par,Default_Mode,-1,1,0
391,392,7Networks_LH_Default_Par_18,Cortex,Left,Par,Default_Mode,-1,1,0
392,393,7Networks_LH_Default_Par_19,Cortex,Left,Par,Default_Mode,-1,1,0
393,394,7Networks_LH_Default_Temp_1,Cortex,Left,Temp,Default_Mode,-1,1,0
394,395,7Networks_LH_Default_Temp_2,Cortex,Left,Temp,Default_Mode,-1,1,0
395,396,7Networks_LH_Default_Temp_3,Cortex,Left,Temp,Default_Mode,-1,1,0
396,397,7Networks_LH_Default_Temp_4,Cortex,Left,Temp,Default_Mode,-1,1,0
397,398,7Networks_LH_Default_Temp_5,Cortex,Left,Temp,Default_Mode,-1,1,0
398,399,7Networks_LH_Default_Temp_6,Cortex,Left,Temp,Default_Mode,-1,1,0
399,400,7Networks_LH_Default_Temp_7,Cortex,Left,Temp,Default_Mode,-1,1,0
400,401,7Networks_LH_Default_Temp_8,Cortex,Left,Temp,Default_Mode,-1,1,0
401,402,7Networks_LH_Default_Temp_9,Cortex,Left,Temp,Default_Mode,-1,1,0
402,403,7Networks_LH_Default_Temp_10,Cortex,Left,Temp,Default_Mode,-1,1,0
403,404,7Networks_LH_Default_Temp_11,Cortex,Left,Temp,Default_Mode,-1,1,0
404,405,7Networks_LH_Default_Temp_12,Cortex,Left,Temp,Default_Mode,-1,1,0
405,406,7Networks_LH_Default_Temp_13,Cortex,Left,Temp,Default_Mode,-1,1,0
406,407,7Networks_LH_Default_Temp_14,Cortex,Left,Temp,Default_Mode,-1,1,0
407,408,7Networks_LH_Default_Temp_15,Cortex,Left,Temp,Default_Mode,-1,1,0
408,409,7Networks_LH_Default_Temp_16,Cortex,Left,Temp,Default_Mode,-1,1,0
409,410,7Networks_LH_Default_Temp_17,Cortex,Left,Temp,Default_Mode,-1,1,0
410,411,7Networks_LH_Default_Temp_18,Cortex,Left,Temp,Default_Mode,-1,1,0
411,412,7Networks_LH_Default_Temp_19,Cortex,Left,Temp,Default_Mode,-1,1,0
412,413,7Networks_LH_Default_Temp_20,Cortex,Left,Temp,Default_Mode,-1,1,0
413,414,7Networks_LH_Default_Temp_21,Cortex,Left,Temp,Default_Mode,-1,1,0
414,415,7Networks_LH_Default_Temp_22,Cortex,Left,Temp,Default_Mode,-1,1,0
415,416,7Networks_LH_Default_PFC_1,Cortex,Left,PFC,Default_Mode,-1,0,1
416,417,7Networks_LH_Default_PFC_2,Cortex,Left,PFC,Default_Mode,-1,0,1
417,418,7Networks_LH_Default_PFC_3,Cortex,Left,PFC,Default_Mode,-1,0,1
418,419,7Networks_LH_Default_PFC_4,Cortex,Left,PFC,Default_Mode,-1,0,1
419,420,7Networks_LH_Default_PFC_5,Cortex,Left,PFC,Default_Mode,-1,0,1
420,421,7Networks_LH_Default_PFC_6,Cortex,Left,PFC,Default_Mode,-1,0,1
421,422,7Networks_LH_Default_PFC_7,Cortex,Left,PFC,Default_Mode,-1,0,1
422,423,7Networks_LH_Default_PFC_8,Cortex,Left,PFC,Default_Mode,-1,0,1
423,424,7Networks_LH_Default_PFC_9,Cortex,Left,PFC,Default_Mode,-1,0,1
424,425,7Networks_LH_Default_PFC_10,Cortex,Left,PFC,Default_Mode,-1,0,1
425,426,7Networks_LH_Default_PFC_11,Cortex,Left,PFC,Default_Mode,-1,0,1
426,427,7Networks_LH_Default_PFC_12,Cortex,Left,PFC,Default_Mode,-1,0,1
427,428,7Networks_LH_Default_PFC_13,Cortex,Left,PFC,Default_Mode,-1,0,1
428,429,7Networks_LH_Default_PFC_14,Cortex,Left,PFC,Default_Mode,-1,0,1
429,430,7Networks_LH_Default_PFC_15,Cortex,Left,PFC,Default_Mode,-1,0,1
430,431,7Networks_LH_Default_PFC_16,Cortex,Left,PFC,Default_Mode,-1,0,1
431,432,7Networks_LH_Default_PFC_17,Cortex,Left,PFC,Default_Mode,-1,0,1
432,433,7Networks_LH_Default_PFC_18,Cortex,Left,PFC,Default_Mode,-1,0,1
433,434,7Networks_LH_Default_PFC_19,Cortex,Left,PFC,Default_Mode,-1,0,1
434,435,7Networks_LH_Default_PFC_20,Cortex,Left,PFC,Default_Mode,-1,0,1
435,436,7Networks_LH_Default_PFC_21,Cortex,Left,PFC,Default_Mode,-1,0,1
436,437,7Networks_LH_Default_PFC_22,Cortex,Left,PFC,Default_Mode,-1,0,1
437,438,7Networks_LH_Default_PFC_23,Cortex,Left,PFC,Default_Mode,-1,0,1
438,439,7Networks_LH_Default_PFC_24,Cortex,Left,PFC,Default_Mode,-1,0,1
439,440,7Networks_LH_Default_PFC_25,Cortex,Left,PFC,Default_Mode,-1,0,1
440,441,7Networks_LH_Default_PFC_26,Cortex,Left,PFC,Default_Mode,-1,0,1
441,442,7Networks_LH_Default_PFC_27,Cortex,Left,PFC,Default_Mode,-1,0,1
442,443,7Networks_LH_Default_PFC_28,Cortex,Left,PFC,Default_Mode,-1,0,1
443,444,7Networks_LH_Default_PFC_29,Cortex,Left,PFC,Default_Mode,-1,0,1
444,445,7Networks_LH_Default_PFC_30,Cortex,Left,PFC,Default_Mode,-1,0,1
445,446,7Networks_LH_Default_PFC_31,Cortex,Left,PFC,Default_Mode,-1,0,1
446,447,7Networks_LH_Default_PFC_32,Cortex,Left,PFC,Default_Mode,-1,0,1
447,448,7Networks_LH_Default_PFC_33,Cortex,Left,PFC,Default_Mode,-1,0,1
448,449,7Networks_LH_Default_PFC_34,Cortex,Left,PFC,Default_Mode,-1,0,1
449,450,7Networks_LH_Default_PFC_35,Cortex,Left,PFC,Default_Mode,-1,0,1
450,451,7Networks_LH_Default_PFC_36,Cortex,Left,PFC,Default_Mode,-1,0,1
451,452,7Networks_LH_Default_PFC_37,Cortex,Left,PFC,Default_Mode,-1,0,1
452,453,7Networks_LH_Default_PFC_38,Cortex,Left,PFC,Default_Mode,-1,0,1
453,454,7Networks_LH_Default_PFC_39,Cortex,Left,PFC,Default_Mode,-1,0,1
454,455,7Networks_LH_Default_PFC_40,Cortex,Left,PFC,Default_Mode,-1,0,1
455,456,7Networks_LH_Default_PFC_41,Cortex,Left,PFC,Default_Mode,-1,0,1
456,457,7Networks_LH_Default_PFC_42,Cortex,Left,PFC,Default_Mode,-1,0,1
457,458,7Networks_LH_Default_PFC_43,Cortex,Left,PFC,Default_Mode,-1,0,1
458,459,7Networks_LH_Default_PFC_44,Cortex,Left,PFC,Default_Mode,-1,0,1
459,460,7Networks_LH_Default_PFC_45,Cortex,Left,PFC,Default_Mode,-1,0,1
460,461,7Networks_LH_Default_PFC_46,Cortex,Left,PFC,Default_Mode,-1,0,1
461,462,7Networks_LH_Default_PFC_47,Cortex,Left,PFC,Default_Mode,-1,0,1
462,463,7Networks_LH_Default_PFC_48,Cortex,Left,PFC,Default_Mode,-1,0,1
463,464,7Networks_LH_Default_PFC_49,Cortex,Left,PFC,Default_Mode,-1,0,1
464,465,7Networks_LH_Default_PFC_50,Cortex,Left,PFC,Default_Mode,-1,0,1
465,466,7Networks_LH_Default_pCunPCC_1,Cortex,Left,pCunPCC,Default_Mode,-1,1,0
466,467,7Networks_LH_Default_pCunPCC_2,Cortex,Left,pCunPCC,Default_Mode,-1,1,0
467,468,7Networks_LH_Default_pCunPCC_3,Cortex,Left,pCunPCC,Default_Mode,-1,1,0
468,469,7Networks_LH_Default_pCunPCC_4,Cortex,Left,pCunPCC,Default_Mode,-1,1,0
469,470,7Networks_LH_Default_pCunPCC_5,Cortex,Left,pCunPCC,Default_Mode,-1,1,0
470,471,7Networks_LH_Default_pCunPCC_6,Cortex,Left,pCunPCC,Default_Mode,-1,1,0
471,472,7Networks_LH_Default_pCunPCC_7,Cortex,Left,pCunPCC,Default_Mode,-1,1,0
472,473,7Networks_LH_Default_pCunPCC_8,Cortex,Left,pCunPCC,Default_Mode,-1,1,0
473,474,7Networks_LH_Default_pCunPCC_9,Cortex,Left,pCunPCC,Default_Mode,-1,1,0
474,475,7Networks_LH_Default_pCunPCC_10,Cortex,Left,pCunPCC,Default_Mode,-1,1,0
475,476,7Networks_LH_Default_pCunPCC_11,Cortex,Left,pCunPCC,Default_Mode,-1,1,0
476,477,7Networks_LH_Default_pCunPCC_12,Cortex,Left,pCunPCC,Default_Mode,-1,1,0
477,478,7Networks_LH_Default_pCunPCC_13,Cortex,Left,pCunPCC,Default_Mode,-1,1,0
478,479,7Networks_LH_Default_pCunPCC_14,Cortex,Left,pCunPCC,Default_Mode,-1,1,0
479,480,7Networks_LH_Default_pCunPCC_15,Cortex,Left,pCunPCC,Default_Mode,-1,1,0
480,481,7Networks_LH_Default_pCunPCC_16,Cortex,Left,pCunPCC,Default_Mode,-1,1,0
481,482,7Networks_LH_Default_pCunPCC_17,Cortex,Left,pCunPCC,Default_Mode,-1,1,0
482,483,7Networks_LH_Default_pCunPCC_18,Cortex,Left,pCunPCC,Default_Mode,-1,1,0
483,484,7Networks_LH_Default_pCunPCC_19,Cortex,Left,pCunPCC,Default_Mode,-1,1,0
484,485,7Networks_LH_Default_pCunPCC_20,Cortex,Left,pCunPCC,Default_Mode,-1,1,0
485,486,7Networks_LH_Default_pCunPCC_21,Cortex,Left,pCunPCC,Default_Mode,-1,1,0
486,487,7Networks_LH_Default_pCunPCC_22,Cortex,Left,pCunPCC,Default_Mode,-1,1,0
487,488,7Networks_LH_Default_pCunPCC_23,Cortex,Left,pCunPCC,Default_Mode,-1,1,0
488,489,7Networks_LH_Default_pCunPCC_24,Cortex,Left,pCunPCC,Default_Mode,-1,1,0
489,490,7Networks_LH_Default_pCunPCC_25,Cortex,Left,pCunPCC,Default_Mode,-1,1,0
490,491,7Networks_LH_Default_pCunPCC_26,Cortex,Left,pCunPCC,Default_Mode,-1,1,0
491,492,7Networks_LH_Default_pCunPCC_27,Cortex,Left,pCunPCC,Default_Mode,-1,1,0
492,493,7Networks_LH_Default_pCunPCC_28,Cortex,Left,pCunPCC,Default_Mode,-1,1,0
493,494,7Networks_LH_Default_pCunPCC_29,Cortex,Left,pCunPCC,Default_Mode,-1,1,0
494,495,7Networks_LH_Default_pCunPCC_30,Cortex,Left,pCunPCC,Default_Mode,-1,1,0
495,496,7Networks_LH_Default_pCunPCC_31,Cortex,Left,pCunPCC,Default_Mode,-1,1,0
496,497,7Networks_LH_Default_pCunPCC_32,Cortex,Left,pCunPCC,Default_Mode,-1,1,0
497,498,7Networks_LH_Default_PHC_1,Cortex,Left,PHC,Default_Mode,-1,1,0
498,499,7Networks_LH_Default_PHC_2,Cortex,Left,PHC,Default_Mode,-1,1,0
499,500,7Networks_LH_Default_PHC_3,Cortex,Left,PHC,Default_Mode,-1,1,0
500,501,7Networks_RH_Vis_1,Cortex,Right,Vis,Visual,-1,1,0
501,502,7Networks_RH_Vis_2,Cortex,Right,Vis,Visual,-1,1,0
502,503,7Networks_RH_Vis_3,Cortex,Right,Vis,Visual,-1,1,0
503,504,7Networks_RH_Vis_4,Cortex,Right,Vis,Visual,-1,1,0
504,505,7Networks_RH_Vis_5,Cortex,Right,Vis,Visual,-1,1,0
505,506,7Networks_RH_Vis_6,Cortex,Right,Vis,Visual,-1,1,0
506,507,7Networks_RH_Vis_7,Cortex,Right,Vis,Visual,-1,1,0
507,508,7Networks_RH_Vis_8,Cortex,Right,Vis,Visual,-1,1,0
508,509,7Networks_RH_Vis_9,Cortex,Right,Vis,Visual,-1,1,0
509,510,7Networks_RH_Vis_10,Cortex,Right,Vis,Visual,-1,1,0
510,511,7Networks_RH_Vis_11,Cortex,Right,Vis,Visual,-1,1,0
511,512,7Networks_RH_Vis_12,Cortex,Right,Vis,Visual,-1,1,0
512,513,7Networks_RH_Vis_13,Cortex,Right,Vis,Visual,-1,1,0
513,514,7Networks_RH_Vis_14,Cortex,Right,Vis,Visual,-1,1,0
514,515,7Networks_RH_Vis_15,Cortex,Right,Vis,Visual,-1,1,0
515,516,7Networks_RH_Vis_16,Cortex,Right,Vis,Visual,-1,1,0
516,517,7Networks_RH_Vis_17,Cortex,Right,Vis,Visual,-1,1,0
517,518,7Networks_RH_Vis_18,Cortex,Right,Vis,Visual,-1,1,0
518,519,7Networks_RH_Vis_19,Cortex,Right,Vis,Visual,-1,1,0
519,520,7Networks_RH_Vis_20,Cortex,Right,Vis,Visual,-1,1,0
520,521,7Networks_RH_Vis_21,Cortex,Right,Vis,Visual,-1,1,0
521,522,7Networks_RH_Vis_22,Cortex,Right,Vis,Visual,-1,1,0
522,523,7Networks_RH_Vis_23,Cortex,Right,Vis,Visual,-1,1,0
523,524,7Networks_RH_Vis_24,Cortex,Right,Vis,Visual,-1,1,0
524,525,7Networks_RH_Vis_25,Cortex,Right,Vis,Visual,-1,1,0
525,526,7Networks_RH_Vis_26,Cortex,Right,Vis,Visual,-1,1,0
526,527,7Networks_RH_Vis_27,Cortex,Right,Vis,Visual,-1,1,0
527,528,7Networks_RH_Vis_28,Cortex,Right,Vis,Visual,-1,1,0
528,529,7Networks_RH_Vis_29,Cortex,Right,Vis,Visual,-1,1,0
529,530,7Networks_RH_Vis_30,Cortex,Right,Vis,Visual,-1,1,0
530,531,7Networks_RH_Vis_31,Cortex,Right,Vis,Visual,-1,1,0
531,532,7Networks_RH_Vis_32,Cortex,Right,Vis,Visual,-1,1,0
532,533,7Networks_RH_Vis_33,Cortex,Right,Vis,Visual,-1,1,0
533,534,7Networks_RH_Vis_34,Cortex,Right,Vis,Visual,-1,1,0
534,535,7Networks_RH_Vis_35,Cortex,Right,Vis,Visual,-1,1,0
535,536,7Networks_RH_Vis_36,Cortex,Right,Vis,Visual,-1,1,0
536,537,7Networks_RH_Vis_37,Cortex,Right,Vis,Visual,-1,1,0
537,538,7Networks_RH_Vis_38,Cortex,Right,Vis,Visual,-1,1,0
538,539,7Networks_RH_Vis_39,Cortex,Right,Vis,Visual,-1,1,0
539,540,7Networks_RH_Vis_40,Cortex,Right,Vis,Visual,-1,1,0
540,541,7Networks_RH_Vis_41,Cortex,Right,Vis,Visual,-1,1,0
541,542,7Networks_RH_Vis_42,Cortex,Right,Vis,Visual,-1,1,0
542,543,7Networks_RH_Vis_43,Cortex,Right,Vis,Visual,-1,1,0
543,544,7Networks_RH_Vis_44,Cortex,Right,Vis,Visual,-1,1,0
544,545,7Networks_RH_Vis_45,Cortex,Right,Vis,Visual,-1,1,0
545,546,7Networks_RH_Vis_46,Cortex,Right,Vis,Visual,-1,1,0
546,547,7Networks_RH_Vis_47,Cortex,Right,Vis,Visual,-1,1,0
547,548,7Networks_RH_Vis_48,Cortex,Right,Vis,Visual,-1,1,0
548,549,7Networks_RH_Vis_49,Cortex,Right,Vis,Visual,-1,1,0
549,550,7Networks_RH_Vis_50,Cortex,Right,Vis,Visual,-1,1,0
550,551,7Networks_RH_Vis_51,Cortex,Right,Vis,Visual,-1,1,0
551,552,7Networks_RH_Vis_52,Cortex,Right,Vis,Visual,-1,1,0
552,553,7Networks_RH_Vis_53,Cortex,Right,Vis,Visual,-1,1,0
553,554,7Networks_RH_Vis_54,Cortex,Right,Vis,Visual,-1,1,0
554,555,7Networks_RH_Vis_55,Cortex,Right,Vis,Visual,-1,1,0
555,556,7Networks_RH_Vis_56,Cortex,Right,Vis,Visual,-1,1,0
556,557,7Networks_RH_Vis_57,Cortex,Right,Vis,Visual,-1,1,0
557,558,7Networks_RH_Vis_58,Cortex,Right,Vis,Visual,-1,1,0
558,559,7Networks_RH_Vis_59,Cortex,Right,Vis,Visual,-1,1,0
559,560,7Networks_RH_Vis_60,Cortex,Right,Vis,Visual,-1,1,0
560,561,7Networks_RH_Vis_61,Cortex,Right,Vis,Visual,-1,1,0
561,562,7Networks_RH_Vis_62,Cortex,Right,Vis,Visual,-1,1,0
562,563,7Networks_RH_Vis_63,Cortex,Right,Vis,Visual,-1,1,0
563,564,7Networks_RH_Vis_64,Cortex,Right,Vis,Visual,-1,1,0
564,565,7Networks_RH_Vis_65,Cortex,Right,Vis,Visual,-1,1,0
565,566,7Networks_RH_Vis_66,Cortex,Right,Vis,Visual,-1,1,0
566,567,7Networks_RH_Vis_67,Cortex,Right,Vis,Visual,-1,1,0
567,568,7Networks_RH_Vis_68,Cortex,Right,Vis,Visual,-1,1,0
568,569,7Networks_RH_Vis_69,Cortex,Right,Vis,Visual,-1,1,0
