Node_Index,Parcel_Label,Yeo_Network,In_Posterior_Hot_Zone,In_Global_Neuronal_Workspace
438,7Networks_LH_Default_PFC_24,Default_Mode,0,1
439,7Networks_LH_Default_PFC_25,Default_Mode,0,1
440,7Networks_LH_Default_PFC_26,Default_Mode,0,1
441,7Networks_LH_Default_PFC_27,Default_Mode,0,1
442,7Networks_LH_Default_PFC_28,Default_Mode,0,1
443,7Networks_LH_Default_PFC_29,Default_Mode,0,1
444,7Networks_LH_Default_PFC_30,Default_Mode,0,1
445,7Networks_LH_Default_PFC_31,Default_Mode,0,1
446,7Networks_LH_Default_PFC_32,Default_Mode,0,1
447,7Networks_LH_Default_PFC_33,Default_Mode,0,1
448,7Networks_LH_Default_PFC_34,Default_Mode,0,1
449,7Networks_LH_Default_PFC_35,Default_Mode,0,1
450,7Networks_LH_Default_PFC_36,Default_Mode,0,1
451,7Networks_LH_Default_PFC_37,Default_Mode,0,1
452,7Networks_LH_Default_PFC_38,Default_Mode,0,1
453,7Networks_LH_Default_PFC_39,Default_Mode,0,1
454,7Networks_LH_Default_PFC_40,Default_Mode,0,1
455,7Networks_LH_Default_PFC_41,Default_Mode,0,1
456,7Networks_LH_Default_PFC_42,Default_Mode,0,1
457,7Networks_LH_Default_PFC_43,Default_Mode,0,1
458,7Networks_LH_Default_PFC_44,Default_Mode,0,1
459,7Networks_LH_Default_PFC_45,Default_Mode,0,1
460,7Networks_LH_Default_PFC_46,Default_Mode,0,1
461,7Networks_LH_Default_PFC_47,Default_Mode,0,1
462,7Networks_LH_Default_PFC_48,Default_Mode,0,1
463,7Networks_LH_Default_PFC_49,Default_Mode,0,1
464,7Networks_LH_Default_PFC_50,Default_Mode,0,1
465,7Networks_LH_Default_pCunPCC_1,Default_Mode,1,0
466,7Networks_LH_Default_pCunPCC_2,Default_Mode,1,0
467,7Networks_LH_Default_pCunPCC_3,Default_Mode,1,0
468,7Networks_LH_Default_pCunPCC_4,Default_Mode,1,0
469,7Networks_LH_Default_pCunPCC_5,Default_Mode,1,0
470,7Networks_LH_Default_pCunPCC_6,Default_Mode,1,0
471,7Networks_LH_Default_pCunPCC_7,Default_Mode,1,0
472,7Networks_LH_Default_pCunPCC_8,Default_Mode,1,0
473,7Networks_LH_Default_pCunPCC_9,Default_Mode,1,0
474,7Networks_LH_Default_pCunPCC_10,Default_Mode,1,0
475,7Networks_LH_Default_pCunPCC_11,Default_Mode,1,0
476,7Networks_LH_Default_pCunPCC_12,Default_Mode,1,0
477,7Networks_LH_Default_pCunPCC_13,Default_Mode,1,0
478,7Networks_LH_Default_pCunPCC_14,Default_Mode,1,0
479,7Networks_LH_Default_pCunPCC_15,Default_Mode,1,0
480,7Networks_LH_Default_pCunPCC_16,Default_Mode,1,0
481,7Networks_LH_Default_pCunPCC_17,Default_Mode,1,0
482,7Networks_LH_Default_pCunPCC_18,Default_Mode,1,0
483,7Networks_LH_Default_pCunPCC_19,Default_Mode,1,0
484,7Networks_LH_Default_pCunPCC_20,Default_Mode,1,0
485,7Networks_LH_Default_pCunPCC_21,Default_Mode,1,0
486,7Networks_LH_Default_pCunPCC_22,Default_Mode,1,0
487,7Networks_LH_Default_pCunPCC_23,Default_Mode,1,0
488,7Networks_LH_Default_pCunPCC_24,Default_Mode,1,0
489,7Networks_LH_Default_pCunPCC_25,Default_Mode,1,0
490,7Networks_LH_Default_pCunPCC_26,Default_Mode,1,0
491,7Networks_LH_Default_pCunPCC_27,Default_Mode,1,0
492,7Networks_LH_Default_pCunPCC_28,Default_Mode,1,0
493,7Networks_LH_Default_pCunPCC_29,Default_Mode,1,0
494,7Networks_LH_Default_pCunPCC_30,Default_Mode,1,0
495,7Networks_LH_Default_pCunPCC_31,Default_Mode,1,0
496,7Networks_LH_Default_pCunPCC_32,Default_Mode,1,0
497,7Networks_LH_Default_PHC_1,Default_Mode,1,0
498,7Networks_LH_Default_PHC_2,Default_Mode,1,0
499,7Networks_LH_Default_PHC_3,Default_Mode,1,0
500,7Networks_RH_Vis_1,Visual,1,0
501,7Networks_RH_Vis_2,Visual,1,0
502,7Networks_RH_Vis_3,Visual,1,0
503,7Networks_RH_Vis_4,Visual,1,0
504,7Networks_RH_Vis_5,Visual,1,0
505,7Networks_RH_Vis_6,Visual,1,0
506,7Networks_RH_Vis_7,Visual,1,0
507,7Networks_RH_Vis_8,Visual,1,0
508,7Networks_RH_Vis_9,Visual,1,0
509,7Networks_RH_Vis_10,Visual,1,0
510,7Networks_RH_Vis_11,Visual,1,0
511,7Networks_RH_Vis_12,Visual,1,0
512,7Networks_RH_Vis_13,Visual,1,0
513,7Networks_RH_Vis_14,Visual,1,0
514,7Networks_RH_Vis_15,Visual,1,0
515,7Networks_RH_Vis_16,Visual,1,0
516,7Networks_RH_Vis_17,Visual,1,0
517,7Networks_RH_Vis_18,Visual,1,0
518,7Networks_RH_Vis_19,Visual,1,0
519,7Networks_RH_Vis_20,Visual,1,0
520,7Networks_RH_Vis_21,Visual,1,0
521,7Networks_RH_Vis_22,Visual,1,0
522,7Networks_RH_Vis_23,Visual,1,0
523,7Networks_RH_Vis_24,Visual,1,0
524,7Networks_RH_Vis_25,Visual,1,0
525,7Networks_RH_Vis_26,Visual,1,0
526,7Networks_RH_Vis_27,Visual,1,0
527,7Networks_RH_Vis_28,Visual,1,0
528,7Networks_RH_Vis_29,Visual,1,0
529,7Networks_RH_Vis_30,Visual,1,0
530,7Networks_RH_Vis_31,Visual,1,0
531,7Networks_RH_Vis_32,Visual,1,0
532,7Networks_RH_Vis_33,Visual,1,0
533,7Networks_RH_Vis_34,Visual,1,0
534,7Networks_RH_Vis_35,Visual,1,0
535,7Networks_RH_Vis_36,Visual,1,0
536,7Networks_RH_Vis_37,Visual,1,0
537,7Networks_RH_Vis_38,Visual,1,0
538,7Networks_RH_Vis_39,Visual,1,0
539,7Networks_RH_Vis_40,Visual,1,0
540,7Networks_RH_Vis_41,Visual,1,0
541,7Networks_RH_Vis_42,Visual,1,0
542,7Networks_RH_Vis_43,Visual,1,0
543,7Networks_RH_Vis_44,Visual,1,0
544,7Networks_RH_Vis_45,Visual,1,0
545,7Networks_RH_Vis_46,Visual,1,0
546,7Networks_RH_Vis_47,Visual,1,0
547,7Networks_RH_Vis_48,Visual,1,0
548,7Networks_RH_Vis_49,Visual,1,0
549,7Networks_RH_Vis_50,Visual,1,0
550,7Networks_RH_Vis_51,Visual,1,0
551,7Networks_RH_Vis_52,Visual,1,0
552,7Networks_RH_Vis_53,Visual,1,0
553,7Networks_RH_Vis_54,Visual,1,0
554,7Networks_RH_Vis_55,Visual,1,0
555,7Networks_RH_Vis_56,Visual,1,0
556,7Networks_RH_Vis_57,Visual,1,0
557,7Networks_RH_Vis_58,Visual,1,0
558,7Networks_RH_Vis_59,Visual,1,0
559,7Networks_RH_Vis_60,Visual,1,0
560,7Networks_RH_Vis_61,Visual,1,0
561,7Networks_RH_Vis_62,Visual,1,0
562,7Networks_RH_Vis_63,Visual,1,0
563,7Networks_RH_Vis_64,Visual,1,0
564,7Networks_RH_Vis_65,Visual,1,0
565,7Networks_RH_Vis_66,Visual,1,0
566,7Networks_RH_Vis_67,Visual,1,0
567,7Networks_RH_Vis_68,Visual,1,0
568,7Networks_RH_Vis_69,Visual,1,0
569,7Networks_RH_Vis_70,Visual,1,0
570,7Networks_RH_Vis_71,Visual,1,0
571,7Networks_RH_Vis_72,Visual,1,0
572,7Networks_RH_Vis_73,Visual,1,0
573,7Networks_RH_Vis_74,Visual,1,0
574,7Networks_RH_Vis_75,Visual,1,0
575,7Networks_RH_Vis_76,Visual,1,0
576,7Networks_RH_Vis_77,Visual,1,0
577,7Networks_RH_Vis_78,Visual,1,0
578,7Networks_RH_Vis_79,Visual,1,0
579,7Networks_RH_Vis_80,Visual,1,0
580,7Networks_RH_Vis_81,Visual,1,0
581,7Networks_RH_SomMot_1,Somatomotor,0,0
582,7Networks_RH_SomMot_2,Somatomotor,0,0
583,7Networks_RH_SomMot_3,Somatomotor,0,0
584,7Networks_RH_SomMot_4,Somatomotor,0,0
585,7Networks_RH_SomMot_5,Somatomotor,0,0
586,7Networks_RH_SomMot_6,Somatomotor,0,0
587,7Networks_RH_SomMot_7,Somatomotor,0,0
588,7Networks_RH_SomMot_8,Somatomotor,0,0
589,7Networks_RH_SomMot_9,Somatomotor,0,0
590,7Networks_RH_SomMot_10,Somatomotor,0,0
591,7Networks_RH_SomMot_11,Somatomotor,0,0
592,7Networks_RH_SomMot_12,Somatomotor,0,0
593,7Networks_RH_SomMot_13,Somatomotor,0,0
594,7Networks_RH_SomMot_14,Somatomotor,0,0
595,7Networks_RH_SomMot_15,Somatomotor,0,0
596,7Networks_RH_SomMot_16,Somatomotor,0,0
597,7Networks_RH_SomMot_17,Somatomotor,0,0
598,7Networks_RH_SomMot_18,Somatomotor,0,0
599,7Networks_RH_SomMot_19,Somatomotor,0,0
600,7Networks_RH_SomMot_20,Somatomotor,0,0
601,7Networks_RH_SomMot_21,Somatomotor,0,0
602,7Networks_RH_SomMot_22,Somatomotor,0,0
603,7Networks_RH_SomMot_23,Somatomotor,0,0
604,7Networks_RH_SomMot_24,Somatomotor,0,0
605,7Networks_RH_SomMot_25,Somatomotor,0,0
606,7Networks_RH_SomMot_26,Somatomotor,0,0
607,7Networks_RH_SomMot_27,Somatomotor,0,0
608,7Networks_RH_SomMot_28,Somatomotor,0,0
609,7Networks_RH_SomMot_29,Somatomotor,0,0
610,7Networks_RH_SomMot_30,Somatomotor,0,0
611,7Networks_RH_SomMot_31,Somatomotor,0,0
612,7Networks_RH_SomMot_32,Somatomotor,0,0
613,7Networks_RH_SomMot_33,Somatomotor,0,0
614,7Networks_RH_SomMot_34,Somatomotor,0,0
615,7Networks_RH_SomMot_35,Somatomotor,0,0
616,7Networks_RH_SomMot_36,Somatomotor,0,0
617,7Networks_RH_SomMot_37,Somatomotor,0,0
618,7Networks_RH_SomMot_38,Somatomotor,0,0
619,7Networks_RH_SomMot_39,Somatomotor,0,0
620,7Networks_RH_SomMot_40,Somatomotor,0,0
621,7Networks_RH_SomMot_41,Somatomotor,0,0
622,7Networks_RH_SomMot_42,Somatomotor,0,0
623,7Networks_RH_SomMot_43,Somatomotor,0,0
624,7Networks_RH_SomMot_44,Somatomotor,0,0
625,7Networks_RH_SomMot_45,Somatomotor,0,0
626,7Networks_RH_SomMot_46,Somatomotor,0,0
627,7Networks_RH_SomMot_47,Somatomotor,0,0
628,7Networks_RH_SomMot_48,Somatomotor,0,0
629,7Networks_RH_SomMot_49,Somatomotor,0,0
630,7Networks_RH_SomMot_50,Somatomotor,0,0
631,7Networks_RH_SomMot_51,Somatomotor,0,0
632,7Networks_RH_SomMot_52,Somatomotor,0,0
633,7Networks_RH_SomMot_53,Somatomotor,0,0
634,7Networks_RH_SomMot_54,Somatomotor,0,0
635,7Networks_RH_SomMot_55,Somatomotor,0,0
636,7Networks_RH_SomMot_56,Somatomotor,0,0
637,7Networks_RH_SomMot_57,Somatomotor,0,0
638,7Networks_RH_SomMot_58,Somatomotor,0,0
639,7Networks_RH_SomMot_59,Somatomotor,0,0
640,7Networks_RH_SomMot_60,Somatomotor,0,0
641,7Networks_RH_SomMot_61,Somatomotor,0,0
642,7Networks_RH_SomMot_62,Somatomotor,0,0
643,7Networks_RH_SomMot_63,Somatomotor,0,0
644,7Networks_RH_SomMot_64,Somatomotor,0,0
645,7Networks_RH_SomMot_65,Somatomotor,0,0
646,7Networks_RH_SomMot_66,Somatomotor,0,0
647,7Networks_RH_SomMot_67,Somatomotor,0,0
648,7Networks_RH_SomMot_68,Somatomotor,0,0
649,7Networks_RH_SomMot_69,Somatomotor,0,0
650,7Networks_RH_SomMot_70,Somatomotor,0,0
651,7Networks_RH_SomMot_71,Somatomotor,0,0
652,7Networks_RH_SomMot_72,Somatomotor,0,0
653,7Networks_RH_SomMot_73,Somatomotor,0,0
654,7Networks_RH_SomMot_74,Somatomotor,0,0
655,7Networks_RH_SomMot_75,Somatomotor,0,0
656,7Networks_RH_SomMot_76,Somatomotor,0,0
657,7Networks_RH_SomMot_77,Somatomotor,0,0
658,7Networks_RH_SomMot_78,Somatomotor,0,0
659,7Networks_RH_SomMot_79,Somatomotor,0,0
660,7Networks_RH_SomMot_80,Somatomotor,0,0
661,7Networks_RH_SomMot_81,Somatomotor,0,0
662,7Networks_RH_SomMot_82,Somatomotor,0,0
663,7Networks_RH_SomMot_83,Somatomotor,0,0
664,7Networks_RH_SomMot_84,Somatomotor,0,0
665,7Networks_RH_SomMot_85,Somatomotor,0,0
666,7Networks_RH_SomMot_86,Somatomotor,0,0
667,7Networks_RH_SomMot_87,Somatomotor,0,0
668,7Networks_RH_SomMot_88,Somatomotor,0,0
669,7Networks_RH_SomMot_89,Somatomotor,0,0
670,7Networks_RH_SomMot_90,Somatomotor,0,0
671,7Networks_RH_SomMot_91,Somatomotor,0,0
672,7Networks_RH_SomMot_92,Somatomotor,0,0
673,7Networks_RH_SomMot_93,Somatomotor,0,0
674,7Networks_RH_SomMot_94,Somatomotor,0,0
675,7Networks_RH_SomMot_95,Somatomotor,0,0
676,7Networks_RH_SomMot_96,Somatomotor,0,0
677,7Networks_RH_SomMot_97,Somatomotor,0,0
678,7Networks_RH_SomMot_98,Somatomotor,0,0
679,7Networks_RH_SomMot_99,Somatomotor,0,0
680,7Networks_RH_SomMot_100,Somatomotor,0,0
681,7Networks_RH_SomMot_101,Somatomotor,0,0
682,7Networks_RH_SomMot_102,Somatomotor,0,0
683,7Networks_RH_SomMot_103,Somatomotor,0,0
684,7Networks_RH_DorsAttn_Post_1,Dorsal_Attention,1,0
685,7Networks_RH_DorsAttn_Post_2,Dorsal_Attention,1,0
686,7Networks_RH_DorsAttn_Post_3,Dorsal_Attention,1,0
687,7Networks_RH_DorsAttn_Post_4,Dorsal_Attention,1,0
688,7Networks_RH_DorsAttn_Post_5,Dorsal_Attention,1,0
689,7Networks_RH_DorsAttn_Post_6,Dorsal_Attention,1,0
690,7Networks_RH_DorsAttn_Post_7,Dorsal_Attention,1,0
691,7Networks_RH_DorsAttn_Post_8,Dorsal_Attention,1,0
692,7Networks_RH_DorsAttn_Post_9,Dorsal_Attention,1,0
693,7Networks_RH_DorsAttn_Post_10,Dorsal_Attention,1,0
694,7Networks_RH_DorsAttn_Post_11,Dorsal_Attention,1,0
695,7Networks_RH_DorsAttn_Post_12,Dorsal_Attention,1,0
696,7Networks_RH_DorsAttn_Post_13,Dorsal_Attention,1,0
697,7Networks_RH_DorsAttn_Post_14,Dorsal_Attention,1,0
698,7Networks_RH_DorsAttn_Post_15,Dorsal_Attention,1,0
699,7Networks_RH_DorsAttn_Post_16,Dorsal_Attention,1,0
700,7Networks_RH_DorsAttn_Post_17,Dorsal_Attention,1,0
701,7Networks_RH_DorsAttn_Post_18,Dorsal_Attention,1,0
702,7Networks_RH_DorsAttn_Post_19,Dorsal_Attention,1,0
703,7Networks_RH_DorsAttn_Post_20,Dorsal_Attention,1,0
704,7Networks_RH_DorsAttn_Post_21,Dorsal_Attention,1,0
705,7Networks_RH_DorsAttn_Post_22,Dorsal_Attention,1,0
706,7Networks_RH_DorsAttn_Post_23,Dorsal_Attention,1,0
707,7Networks_RH_DorsAttn_Post_24,Dorsal_Attention,1,0
708,7Networks_RH_DorsAttn_Post_25,Dorsal_Attention,1,0
709,7Networks_RH_DorsAttn_Post_26,Dorsal_Attention,1,0
710,7Networks_RH_DorsAttn_Post_27,Dorsal_Attention,1,0
711,7Networks_RH_DorsAttn_Post_28,Dorsal_Attention,1,0
712,7Networks_RH_DorsAttn_Post_29,Dorsal_Attention,1,0
713,7Networks_RH_DorsAttn_Post_30,Dorsal_Attention,1,0
714,7Networks_RH_DorsAttn_Post_31,Dorsal_Attention,1,0
715,7Networks_RH_DorsAttn_Post_32,Dorsal_Attention,1,0
716,7Networks_RH_DorsAttn_Post_33,Dorsal_Attention,1,0
717,7Networks_RH_DorsAttn_Post_34,Dorsal_Attention,1,0
718,7Networks_RH_DorsAttn_Post_35,Dorsal_Attention,1,0
719,7Networks_RH_DorsAttn_Post_36,Dorsal_Attention,1,0
720,7Networks_RH_DorsAttn_Post_37,Dorsal_Attention,1,0
721,7Networks_RH_DorsAttn_Post_38,Dorsal_Attention,1,0
722,7Networks_RH_DorsAttn_Post_39,Dorsal_Attention,1,0
723,7Networks_RH_DorsAttn_Post_40,Dorsal_Attention,1,0
724,7Networks_RH_DorsAttn_Post_41,Dorsal_Attention,1,0
725,7Networks_RH_DorsAttn_Post_42,Dorsal_Attention,1,0
726,7Networks_RH_DorsAttn_Post_43,Dorsal_Attention,1,0
727,7Networks_RH_DorsAttn_Post_44,Dorsal_Attention,1,0
728,7Networks_RH_DorsAttn_Post_45,Dorsal_Attention,1,0
729,7Networks_RH_DorsAttn_Post_46,Dorsal_Attention,1,0
730,7Networks_RH_DorsAttn_Post_47,Dorsal_Attention,1,0
731,7Networks_RH_DorsAttn_Post_48,Dorsal_Attention,1,0
732,7Networks_RH_DorsAttn_Post_49,Dorsal_Attention,1,0
733,7Networks_RH_DorsAttn_Post_50,Dorsal_Attention,1,0
734,7Networks_RH_DorsAttn_Post_51,Dorsal_Attention,1,0
735,7Networks_RH_DorsAttn_Post_52,Dorsal_Attention,1,0
736,7Networks_RH_DorsAttn_FEF_1,Dorsal_Attention,0,1
737,7Networks_RH_DorsAttn_FEF_2,Dorsal_Attention,0,1
738,7Networks_RH_DorsAttn_FEF_3,Dorsal_Attention,0,1
739,7Networks_RH_DorsAttn_FEF_4,Dorsal_Attention,0,1
740,7Networks_RH_DorsAttn_FEF_5,Dorsal_Attention,0,1
741,7Networks_RH_DorsAttn_FEF_6,Dorsal_Attention,0,1
742,7Networks_RH_DorsAttn_PrCv_1,Dorsal_Attention,0,0
743,7Networks_RH_DorsAttn_PrCv_2,Dorsal_Attention,0,0
744,7Networks_RH_DorsAttn_PrCv_3,Dorsal_Attention,0,0
745,7Networks_RH_SalVentAttn_TempOccPar_1,Salience_Ventral_Attention,1,1
746,7Networks_RH_SalVentAttn_TempOccPar_2,Salience_Ventral_Attention,1,1
747,7Networks_RH_SalVentAttn_TempOccPar_3,Salience_Ventral_Attention,1,1
748,7Networks_RH_SalVentAttn_TempOccPar_4,Salience_Ventral_Attention,1,1
749,7Networks_RH_SalVentAttn_TempOccPar_5,Salience_Ventral_Attention,1,1
750,7Networks_RH_SalVentAttn_TempOccPar_6,Salience_Ventral_Attention,1,1
751,7Networks_RH_SalVentAttn_TempOccPar_7,Salience_Ventral_Attention,1,1
752,7Networks_RH_SalVentAttn_TempOccPar_8,Salience_Ventral_Attention,1,1
753,7Networks_RH_SalVentAttn_TempOccPar_9,Salience_Ventral_Attention,1,1
754,7Networks_RH_SalVentAttn_TempOccPar_10,Salience_Ventral_Attention,1,1
755,7Networks_RH_SalVentAttn_TempOccPar_11,Salience_Ventral_Attention,1,1
756,7Networks_RH_SalVentAttn_TempOccPar_12,Salience_Ventral_Attention,1,1
757,7Networks_RH_SalVentAttn_TempOccPar_13,Salience_Ventral_Attention,1,1
758,7Networks_RH_SalVentAttn_TempOccPar_14,Salience_Ventral_Attention,1,1
759,7Networks_RH_SalVentAttn_TempOccPar_15,Salience_Ventral_Attention,1,1
760,7Networks_RH_SalVentAttn_TempOccPar_16,Salience_Ventral_Attention,1,1
761,7Networks_RH_SalVentAttn_TempOccPar_17,Salience_Ventral_Attention,1,1
762,7Networks_RH_SalVentAttn_TempOccPar_18,Salience_Ventral_Attention,1,1
763,7Networks_RH_SalVentAttn_PrC_1,Salience_Ventral_Attention,0,1
764,7Networks_RH_SalVentAttn_PrC_2,Salience_Ventral_Attention,0,1
765,7Networks_RH_SalVentAttn_FrOperIns_1,Salience_Ventral_Attention,0,1
766,7Networks_RH_SalVentAttn_FrOperIns_2,Salience_Ventral_Attention,0,1
767,7Networks_RH_SalVentAttn_FrOperIns_3,Salience_Ventral_Attention,0,1
768,7Networks_RH_SalVentAttn_FrOperIns_4,Salience_Ventral_Attention,0,1
769,7Networks_RH_SalVentAttn_FrOperIns_5,Salience_Ventral_Attention,0,1
770,7Networks_RH_SalVentAttn_FrOperIns_6,Salience_Ventral_Attention,0,1
771,7Networks_RH_SalVentAttn_FrOperIns_7,Salience_Ventral_Attention,0,1
772,7Networks_RH_SalVentAttn_FrOperIns_8,Salience_Ventral_Attention,0,1
773,7Networks_RH_SalVentAttn_FrOperIns_9,Salience_Ventral_Attention,0,1
774,7Networks_RH_SalVentAttn_FrOperIns_10,Salience_Ventral_Attention,0,1
775,7Networks_RH_SalVentAttn_FrOperIns_11,Salience_Ventral_Attention,0,1
776,7Networks_RH_SalVentAttn_FrOperIns_12,Salience_Ventral_Attention,0,1
777,7Networks_RH_SalVentAttn_FrOperIns_13,Salience_Ventral_Attention,0,1
778,7Networks_RH_SalVentAttn_FrOperIns_14,Salience_Ventral_Attention,0,1
779,7Networks_RH_SalVentAttn_FrOperIns_15,Salience_Ventral_Attention,0,1
780,7Networks_RH_SalVentAttn_FrOperIns_16,Salience_Ventral_Attention,0,1
781,7Networks_RH_SalVentAttn_FrOperIns_17,Salience_Ventral_Attention,0,1
782,7Networks_RH_SalVentAttn_FrOperIns_18,Salience_Ventral_Attention,0,1
783,7Networks_RH_SalVentAttn_FrOperIns_19,Salience_Ventral_Attention,0,1
784,7Networks_RH_SalVentAttn_FrOperIns_20,Salience_Ventral_Attention,0,1
785,7Networks_RH_SalVentAttn_FrOperIns_21,Salience_Ventral_Attention,0,1
786,7Networks_RH_SalVentAttn_FrOperIns_22,Salience_Ventral_Attention,0,1
787,7Networks_RH_SalVentAttn_FrOperIns_23,Salience_Ventral_Attention,0,1
788,7Networks_RH_SalVentAttn_FrOperIns_24,Salience_Ventral_Attention,0,1
789,7Networks_RH_SalVentAttn_PFCl_1,Salience_Ventral_Attention,0,1
790,7Networks_RH_SalVentAttn_PFCl_2,Salience_Ventral_Attention,0,1
791,7Networks_RH_SalVentAttn_Med_1,Salience_Ventral_Attention,0,1
792,7Networks_RH_SalVentAttn_Med_2,Salience_Ventral_Attention,0,1
793,7Networks_RH_SalVentAttn_Med_3,Salience_Ventral_Attention,0,1
794,7Networks_RH_SalVentAttn_Med_4,Salience_Ventral_Attention,0,1
795,7Networks_RH_SalVentAttn_Med_5,Salience_Ventral_Attention,0,1
796,7Networks_RH_SalVentAttn_Med_6,Salience_Ventral_Attention,0,1
797,7Networks_RH_SalVentAttn_Med_7,Salience_Ventral_Attention,0,1
798,7Networks_RH_SalVentAttn_Med_8,Salience_Ventral_Attention,0,1
799,7Networks_RH_SalVentAttn_Med_9,Salience_Ventral_Attention,0,1
800,7Networks_RH_SalVentAttn_Med_10,Salience_Ventral_Attention,0,1
801,7Networks_RH_SalVentAttn_Med_11,Salience_Ventral_Attention,0,1
802,7Networks_RH_SalVentAttn_Med_12,Salience_Ventral_Attention,0,1
803,7Networks_RH_SalVentAttn_Med_13,Salience_Ventral_Attention,0,1
804,7Networks_RH_SalVentAttn_Med_14,Salience_Ventral_Attention,0,1
805,7Networks_RH_SalVentAttn_Med_15,Salience_Ventral_Attention,0,1
806,7Networks_RH_SalVentAttn_Med_16,Salience_Ventral_Attention,0,1
807,7Networks_RH_SalVentAttn_Med_17,Salience_Ventral_Attention,0,1
808,7Networks_RH_SalVentAttn_Med_18,Salience_Ventral_Attention,0,1
809,7Networks_RH_SalVentAttn_Med_19,Salience_Ventral_Attention,0,1
810,7Networks_RH_SalVentAttn_Med_20,Salience_Ventral_Attention,0,1
811,7Networks_RH_Limbic_OFC_1,Limbic,0,0
812,7Networks_RH_Limbic_OFC_2,Limbic,0,0
813,7Networks_RH_Limbic_OFC_3,Limbic,0,0
814,7Networks_RH_Limbic_OFC_4,Limbic,0,0
815,7Networks_RH_Limbic_OFC_5,Limbic,0,0
816,7Networks_RH_Limbic_OFC_6,Limbic,0,0
817,7Networks_RH_Limbic_OFC_7,Limbic,0,0
818,7Networks_RH_Limbic_OFC_8,Limbic,0,0
819,7Networks_RH_Limbic_OFC_9,Limbic,0,0
820,7Networks_RH_Limbic_OFC_10,Limbic,0,0
821,7Networks_RH_Limbic_OFC_11,Limbic,0,0
822,7Networks_RH_Limbic_OFC_12,Limbic,0,0
823,7Networks_RH_Limbic_OFC_13,Limbic,0,0
824,7Networks_RH_Limbic_OFC_14,Limbic,0,0
825,7Networks_RH_Limbic_TempPole_1,Limbic,0,0
826,7Networks_RH_Limbic_TempPole_2,Limbic,0,0
827,7Networks_RH_Limbic_TempPole_3,Limbic,0,0
828,7Networks_RH_Limbic_TempPole_4,Limbic,0,0
829,7Networks_RH_Limbic_TempPole_5,Limbic,0,0
830,7Networks_RH_Limbic_TempPole_6,Limbic,0,0
831,7Networks_RH_Limbic_TempPole_7,Limbic,0,0
832,7Networks_RH_Limbic_TempPole_8,Limbic,0,0
833,7Networks_RH_Limbic_TempPole_9,Limbic,0,0
834,7Networks_RH_Limbic_TempPole_10,Limbic,0,0
835,7Networks_RH_Limbic_TempPole_11,Limbic,0,0
836,7Networks_RH_Limbic_TempPole_12,Limbic,0,0
837,7Networks_RH_Limbic_TempPole_13,Limbic,0,0
838,7Networks_RH_Limbic_TempPole_14,Limbic,0,0
839,7Networks_RH_Limbic_TempPole_15,Limbic,0,0
840,7Networks_RH_Limbic_TempPole_16,Limbic,0,0
841,7Networks_RH_Limbic_TempPole_17,Limbic,0,0
842,7Networks_RH_Cont_Par_1,Control_Frontoparietal,1,1
843,7Networks_RH_Cont_Par_2,Control_Frontoparietal,1,1
844,7Networks_RH_Cont_Par_3,Control_Frontoparietal,1,1
845,7Networks_RH_Cont_Par_4,Control_Frontoparietal,1,1
846,7Networks_RH_Cont_Par_5,Control_Frontoparietal,1,1
847,7Networks_RH_Cont_Par_6,Control_Frontoparietal,1,1
848,7Networks_RH_Cont_Par_7,Control_Frontoparietal,1,1
849,7Networks_RH_Cont_Par_8,Control_Frontoparietal,1,1
850,7Networks_RH_Cont_Par_9,Control_Frontoparietal,1,1
851,7Networks_RH_Cont_Par_10,Control_Frontoparietal,1,1
852,7Networks_RH_Cont_Par_11,Control_Frontoparietal,1,1
853,7Networks_RH_Cont_Par_12,Control_Frontoparietal,1,1
854,7Networks_RH_Cont_Par_13,Control_Frontoparietal,1,1
855,7Networks_RH_Cont_Par_14,Control_Frontoparietal,1,1
856,7Networks_RH_Cont_Par_15,Control_Frontoparietal,1,1
857,7Networks_RH_Cont_Par_16,Control_Frontoparietal,1,1
858,7Networks_RH_Cont_Par_17,Control_Frontoparietal,1,1
859,7Networks_RH_Cont_Temp_1,Control_Frontoparietal,0,1
860,7Networks_RH_Cont_Temp_2,Control_Frontoparietal,0,1
861,7Networks_RH_Cont_Temp_3,Control_Frontoparietal,0,1
862,7Networks_RH_Cont_Temp_4,Control_Frontoparietal,0,1
863,7Networks_RH_Cont_PFCv_1,Control_Frontoparietal,0,1
864,7Networks_RH_Cont_PFCv_2,Control_Frontoparietal,0,1
865,7Networks_RH_Cont_PFCl_1,Control_Frontoparietal,0,1
866,7Networks_RH_Cont_PFCl_2,Control_Frontoparietal,0,1
867,7Networks_RH_Cont_PFCl_3,Control_Frontoparietal,0,1
868,7Networks_RH_Cont_PFCl_4,Control_Frontoparietal,0,1
869,7Networks_RH_Cont_PFCl_5,Control_Frontoparietal,0,1
870,7Networks_RH_Cont_PFCl_6,Control_Frontoparietal,0,1
871,7Networks_RH_Cont_PFCl_7,Control_Frontoparietal,0,1
872,7Networks_RH_Cont_PFCl_8,Control_Frontoparietal,0,1
873,7Networks_RH_Cont_PFCl_9,Control_Frontoparietal,0,1
874,7Networks_RH_Cont_PFCl_10,Control_Frontoparietal,0,1
875,7Networks_RH_Cont_PFCl_11,Control_Frontoparietal,0,1
